,Present_Price
6,8.12
10,3.6
11,10.38
12,9.94
13,7.71
16,10.79
23,3.46
27,6.49
30,5.98
31,4.89
34,8.06
35,7.74
37,2.28
41,3.98
42,7.15
44,2.69
47,4.15
49,9.29
50,30.61
55,15.04
57,18.54
59,35.96
62,35.96
63,35.96
64,36.23
65,6.95
68,13.74
70,6.76
75,6.8
78,22.83
82,25.39
84,13.46
85,23.73
87,13.74
92,13.7
94,22.78
100,1.9
105,2.37
115,1.47
116,1.47
131,0.82
133,0.95
134,0.81
139,0.95
141,0.8
142,0.84
143,0.84
145,0.81
149,0.94
152,0.99
157,0.84
160,0.95
162,0.99
166,0.55
171,0.55
179,1.05
183,0.47
187,0.51
189,0.57
192,0.75
199,0.58
200,0.75
202,5.7
204,4.43
210,4.6
211,14.79
213,6.79
219,9.4
223,9.4
232,14.79
236,4.43
239,4.43
240,9.4
243,7.6
245,9.4
250,13.6
253,9.9
270,10.0
272,10.0
278,8.4
279,13.6
281,7.6
284,5.9
291,6.1
296,11.6
297,5.9
300,5.9
