,Year,Selling_Price,Present_Price,Kms_Driven,Owner
0,2014,3.35,5.59,27000,0
1,2013,4.75,9.54,43000,0
2,2017,7.25,9.85,6900,0
3,2011,2.85,4.15,5200,0
4,2014,4.6,6.87,42450,0
5,2018,9.25,9.83,2071,0
7,2015,6.5,8.61,33429,0
8,2016,8.75,8.89,20273,0
9,2015,7.45,8.92,42367,0
14,2009,2.25,7.21,77427,0
15,2016,7.75,10.79,43000,0
17,2016,7.75,10.79,43000,0
18,2015,3.25,5.09,35500,0
19,2010,2.65,7.98,41442,0
20,2016,2.85,3.95,25000,0
21,2017,4.9,5.71,2400,0
22,2011,4.4,8.01,50000,0
24,2013,2.9,4.41,56879,0
25,2011,3.0,4.99,20000,0
26,2013,4.15,5.87,55138,0
28,2010,1.95,3.95,44542,0
29,2015,7.45,10.38,45000,0
32,2014,4.95,7.49,39000,0
33,2014,6.0,9.95,45000,0
36,2015,4.65,7.2,48767,0
38,2016,3.0,3.76,10079,0
39,2003,2.25,7.98,62000,0
40,2016,5.85,7.87,24524,0
43,2014,5.5,8.06,45780,0
45,2014,7.5,12.04,15000,0
46,2013,2.65,4.89,64532,0
48,2015,5.8,7.71,25870,0
51,2015,23.0,30.61,40000,0
52,2017,18.0,19.77,15000,0
53,2013,16.0,30.61,135000,0
54,2005,2.75,10.21,90000,0
56,2015,4.5,7.27,40534,0
58,2014,4.1,6.8,39485,1
60,2013,6.95,18.61,40001,0
61,2015,4.5,7.7,40588,0
66,2017,19.75,23.15,11000,0
67,2010,9.25,20.45,59000,0
69,2016,14.25,20.91,12000,0
71,2011,4.5,12.48,45000,0
72,2013,7.45,18.61,56001,0
73,2011,2.65,5.71,43000,0
74,2014,4.9,8.93,83000,0
76,2013,5.5,14.68,72000,0
77,2004,1.5,12.35,135154,0
79,2012,14.5,30.61,89000,0
80,2016,14.73,14.89,23000,0
81,2015,4.75,7.85,40000,0
83,2015,12.5,13.46,38000,0
86,2010,35.0,92.6,78000,0
88,2013,3.45,6.05,47000,0
89,2014,4.75,6.76,40000,0
90,2009,3.8,18.61,62000,0
91,2014,11.25,16.09,58242,0
93,2015,23.0,30.61,40000,0
95,2012,5.85,18.61,72000,0
96,2016,20.75,25.39,29000,0
97,2017,17.0,18.64,8700,0
98,2013,7.05,18.61,45000,0
99,2010,9.65,20.45,50024,0
101,2017,1.7,1.82,1400,0
102,2017,1.65,1.78,4000,0
103,2017,1.45,1.6,1200,0
104,2017,1.35,1.47,4100,0
106,2014,1.35,3.45,16500,1
107,2013,1.25,1.5,15000,0
108,2016,1.2,1.5,18000,0
109,2017,1.2,1.47,11000,0
110,2016,1.2,1.78,6000,0
111,2016,1.15,1.5,8700,0
112,2014,1.15,2.4,7000,0
113,2016,1.15,1.4,35000,0
114,2015,1.15,1.47,17000,0
117,2015,1.1,1.9,14000,0
118,2015,1.1,1.47,26000,0
119,2013,1.05,1.9,5400,0
120,2016,1.05,1.26,5700,0
121,2011,1.05,1.5,6900,0
122,2016,1.05,1.17,6000,0
123,2013,1.0,1.47,46500,0
124,2012,0.95,1.75,11500,0
125,2009,0.9,1.75,40000,0
126,2017,0.9,0.95,1300,0
127,2016,0.75,0.8,7000,0
128,2017,0.8,0.87,3000,0
129,2017,0.78,0.84,5000,0
130,2017,0.75,0.87,11000,0
132,2017,0.75,0.95,3500,0
135,2015,0.65,0.74,5000,0
136,2014,0.65,1.2,23500,0
137,2013,0.65,0.787,16000,0
138,2016,0.6,0.87,15000,0
140,2013,0.6,1.2,32000,0
144,2014,0.6,0.99,25000,0
146,2014,0.55,0.787,15000,0
147,2015,0.55,0.84,58000,0
148,2010,0.52,0.94,45000,0
150,2011,0.5,0.826,6000,0
151,2016,0.5,0.55,31000,0
153,2013,0.5,0.99,45000,0
154,2014,0.5,0.88,8000,0
155,2017,0.48,0.51,4300,0
156,2017,0.48,0.52,15000,0
158,2017,0.48,0.54,8600,0
159,2017,0.45,0.51,4000,0
161,2014,0.45,0.826,23000,0
163,2010,0.45,0.95,27000,0
164,2016,0.45,0.54,14000,0
165,2016,0.45,0.54,500,0
167,2014,0.42,0.81,42000,0
168,2013,0.42,0.73,12000,0
169,2015,0.4,0.54,14000,0
170,2012,0.4,0.83,5500,0
172,2014,0.4,0.64,13700,0
173,2017,0.4,0.51,1300,0
174,2015,0.38,0.72,38600,0
175,2011,0.38,0.787,75000,0
176,2011,0.35,1.05,30000,0
177,2016,0.35,0.57,24000,0
178,2014,0.35,0.52,19000,0
180,2012,0.3,0.51,60000,0
181,2016,0.3,0.48,50000,0
182,2013,0.3,0.58,30000,0
184,2008,0.25,0.75,26000,1
185,2008,0.25,0.58,1900,0
186,2010,0.25,0.52,22000,0
188,2013,0.25,0.57,18000,0
190,2008,0.2,0.75,60000,0
191,2012,0.2,0.57,25000,1
193,2013,0.2,0.65,24000,1
194,2008,0.2,0.787,50000,0
195,2015,0.18,0.32,35000,0
196,2008,0.17,0.52,500000,0
197,2010,0.16,0.51,33000,0
198,2011,0.15,0.57,35000,1
201,2010,3.25,6.79,58000,1
203,2011,2.95,4.6,53460,0
205,2016,5.25,5.7,3493,1
206,2017,5.75,7.13,12479,0
207,2015,5.15,5.7,34797,0
208,2017,7.9,8.1,3435,0
209,2015,4.85,5.7,21125,0
212,2016,11.25,13.6,22671,0
214,2017,5.25,5.7,20114,0
215,2012,4.5,9.4,36100,0
216,2016,2.9,4.43,12500,0
217,2016,3.15,4.43,15000,0
218,2014,6.45,9.4,45078,0
220,2017,3.5,4.43,38488,0
221,2013,4.5,6.79,32000,0
222,2014,6.0,7.6,77632,0
224,2013,5.11,9.4,36198,0
225,2011,2.7,4.6,22517,0
226,2015,5.25,5.7,24678,0
227,2011,2.55,4.43,57000,0
228,2012,4.95,9.4,60000,0
229,2012,3.1,6.79,52132,0
230,2013,6.15,9.4,45000,0
231,2017,9.25,9.4,15001,0
233,2013,3.9,5.7,53000,0
234,2015,5.5,5.7,4492,0
235,2017,9.1,9.4,15141,0
237,2015,11.25,13.6,68000,0
238,2013,4.8,9.4,60241,0
241,2015,4.75,7.13,35866,1
242,2014,4.4,7.13,34000,0
244,2013,5.95,9.4,49000,0
246,2012,3.75,6.79,35000,0
247,2015,5.95,9.4,36000,0
248,2013,4.0,4.6,30000,0
249,2016,5.25,7.6,17000,0
251,2013,5.0,9.9,56701,0
252,2015,5.4,6.82,31427,0
254,2013,5.25,9.9,54242,0
255,2012,3.0,5.35,53675,0
256,2016,10.25,13.6,49562,0
257,2015,8.5,13.6,40324,0
258,2015,8.4,13.6,25000,0
259,2014,3.9,7.0,36054,0
260,2016,9.15,13.6,29223,0
261,2016,5.5,5.97,5600,0
262,2015,4.0,5.8,40023,0
263,2016,6.6,7.7,16002,0
264,2015,4.0,7.0,40026,0
265,2017,6.5,8.7,21200,0
266,2014,3.65,7.0,35000,0
267,2016,8.35,9.4,19434,0
268,2017,4.8,5.8,19000,0
269,2015,6.7,10.0,18828,0
271,2009,3.0,10.0,69562,0
273,2010,2.25,7.5,61203,0
274,2014,5.3,6.8,16500,0
275,2016,10.9,13.6,30753,0
276,2015,8.65,13.6,24800,0
277,2015,9.7,13.6,21780,0
280,2015,5.25,5.9,14465,0
282,2014,8.25,14.0,63000,0
283,2016,8.99,11.8,9010,0
285,2016,7.4,8.5,15059,0
286,2016,5.65,7.9,28569,0
287,2015,5.75,7.5,44000,0
288,2015,8.4,13.6,34000,0
289,2016,10.11,13.6,10980,0
290,2014,4.5,6.4,19000,0
292,2016,6.4,8.4,12000,0
293,2010,3.25,9.9,38000,0
294,2014,3.75,6.8,33019,0
295,2015,8.55,13.09,60076,0
298,2009,3.35,11.0,87934,0
299,2017,11.5,12.5,9000,0
