,Year,Selling_Price,Present_Price,Kms_Driven,Owner
3,2011,2.85,4.15,5200,0
4,2014,4.6,6.87,42450,0
10,2017,2.85,3.6,2135,0
11,2015,6.85,10.38,51000,0
14,2009,2.25,7.21,77427,0
19,2010,2.65,7.98,41442,0
22,2011,4.4,8.01,50000,0
23,2014,2.5,3.46,45280,0
29,2015,7.45,10.38,45000,0
35,2011,2.95,7.74,49998,0
39,2003,2.25,7.98,62000,0
46,2013,2.65,4.89,64532,0
57,2010,4.75,18.54,50000,0
61,2015,4.5,7.7,40588,0
64,2017,33.0,36.23,6000,0
67,2010,9.25,20.45,59000,0
70,2014,3.95,6.76,71000,0
72,2013,7.45,18.61,56001,0
97,2017,17.0,18.64,8700,0
99,2010,9.65,20.45,50024,0
102,2017,1.65,1.78,4000,0
105,2015,1.35,2.37,21700,0
111,2016,1.15,1.5,8700,0
116,2013,1.1,1.47,33000,0
123,2013,1.0,1.47,46500,0
125,2009,0.9,1.75,40000,0
126,2017,0.9,0.95,1300,0
128,2017,0.8,0.87,3000,0
129,2017,0.78,0.84,5000,0
131,2015,0.75,0.82,18000,0
133,2016,0.72,0.95,500,0
138,2016,0.6,0.87,15000,0
146,2014,0.55,0.787,15000,0
148,2010,0.52,0.94,45000,0
149,2016,0.51,0.94,24000,0
150,2011,0.5,0.826,6000,0
169,2015,0.4,0.54,14000,0
172,2014,0.4,0.64,13700,0
180,2012,0.3,0.51,60000,0
187,2013,0.25,0.51,32000,0
194,2008,0.2,0.787,50000,0
198,2011,0.15,0.57,35000,1
202,2015,4.4,5.7,28200,0
207,2015,5.15,5.7,34797,0
208,2017,7.9,8.1,3435,0
218,2014,6.45,9.4,45078,0
222,2014,6.0,7.6,77632,0
226,2015,5.25,5.7,24678,0
228,2012,4.95,9.4,60000,0
232,2015,11.45,14.79,12900,0
234,2015,5.5,5.7,4492,0
237,2015,11.25,13.6,68000,0
240,2012,5.35,9.4,32322,0
241,2015,4.75,7.13,35866,1
247,2015,5.95,9.4,36000,0
253,2014,7.2,9.9,48000,0
258,2015,8.4,13.6,25000,0
262,2015,4.0,5.8,40023,0
263,2016,6.6,7.7,16002,0
266,2014,3.65,7.0,35000,0
268,2017,4.8,5.8,19000,0
271,2009,3.0,10.0,69562,0
275,2016,10.9,13.6,30753,0
276,2015,8.65,13.6,24800,0
279,2014,6.25,13.6,40126,0
285,2016,7.4,8.5,15059,0
286,2016,5.65,7.9,28569,0
289,2016,10.11,13.6,10980,0
293,2010,3.25,9.9,38000,0
294,2014,3.75,6.8,33019,0
295,2015,8.55,13.09,60076,0
