,Present_Price
0,5.59
1,9.54
2,9.85
5,9.83
6,8.12
7,8.61
8,8.89
9,8.92
12,9.94
13,7.71
15,10.79
16,10.79
17,10.79
18,5.09
20,3.95
21,5.71
24,4.41
25,4.99
26,5.87
27,6.49
28,3.95
30,5.98
31,4.89
32,7.49
33,9.95
34,8.06
36,7.2
37,2.28
38,3.76
40,7.87
41,3.98
42,7.15
43,8.06
44,2.69
45,12.04
47,4.15
48,7.71
49,9.29
50,30.61
51,30.61
52,19.77
53,30.61
54,10.21
55,15.04
56,7.27
58,6.8
59,35.96
60,18.61
62,35.96
63,35.96
65,6.95
66,23.15
68,13.74
69,20.91
71,12.48
73,5.71
74,8.93
75,6.8
76,14.68
77,12.35
78,22.83
79,30.61
80,14.89
81,7.85
82,25.39
83,13.46
84,13.46
85,23.73
86,92.6
87,13.74
88,6.05
89,6.76
90,18.61
91,16.09
92,13.7
93,30.61
94,22.78
95,18.61
96,25.39
98,18.61
100,1.9
101,1.82
103,1.6
104,1.47
106,3.45
107,1.5
108,1.5
109,1.47
110,1.78
112,2.4
113,1.4
114,1.47
115,1.47
117,1.9
118,1.47
119,1.9
120,1.26
121,1.5
122,1.17
124,1.75
127,0.8
130,0.87
132,0.95
134,0.81
135,0.74
136,1.2
137,0.787
139,0.95
140,1.2
141,0.8
142,0.84
143,0.84
144,0.99
145,0.81
147,0.84
151,0.55
152,0.99
153,0.99
154,0.88
155,0.51
156,0.52
157,0.84
158,0.54
159,0.51
160,0.95
161,0.826
162,0.99
163,0.95
164,0.54
165,0.54
166,0.55
167,0.81
168,0.73
170,0.83
171,0.55
173,0.51
174,0.72
175,0.787
176,1.05
177,0.57
178,0.52
179,1.05
181,0.48
182,0.58
183,0.47
184,0.75
185,0.58
186,0.52
188,0.57
189,0.57
190,0.75
191,0.57
192,0.75
193,0.65
195,0.32
196,0.52
197,0.51
199,0.58
200,0.75
201,6.79
203,4.6
204,4.43
205,5.7
206,7.13
209,5.7
210,4.6
211,14.79
212,13.6
213,6.79
214,5.7
215,9.4
216,4.43
217,4.43
219,9.4
220,4.43
221,6.79
223,9.4
224,9.4
225,4.6
227,4.43
229,6.79
230,9.4
231,9.4
233,5.7
235,9.4
236,4.43
238,9.4
239,4.43
242,7.13
243,7.6
244,9.4
245,9.4
246,6.79
248,4.6
249,7.6
250,13.6
251,9.9
252,6.82
254,9.9
255,5.35
256,13.6
257,13.6
259,7.0
260,13.6
261,5.97
264,7.0
265,8.7
267,9.4
269,10.0
270,10.0
272,10.0
273,7.5
274,6.8
277,13.6
278,8.4
280,5.9
281,7.6
282,14.0
283,11.8
284,5.9
287,7.5
288,13.6
290,6.4
291,6.1
292,8.4
296,11.6
297,5.9
298,11.0
299,12.5
300,5.9
