,Present_Price
3,4.15
4,6.87
10,3.6
11,10.38
14,7.21
19,7.98
22,8.01
23,3.46
29,10.38
35,7.74
39,7.98
46,4.89
57,18.54
61,7.7
64,36.23
67,20.45
70,6.76
72,18.61
97,18.64
99,20.45
102,1.78
105,2.37
111,1.5
116,1.47
123,1.47
125,1.75
126,0.95
128,0.87
129,0.84
131,0.82
133,0.95
138,0.87
146,0.787
148,0.94
149,0.94
150,0.826
169,0.54
172,0.64
180,0.51
187,0.51
194,0.787
198,0.57
202,5.7
207,5.7
208,8.1
218,9.4
222,7.6
226,5.7
228,9.4
232,14.79
234,5.7
237,13.6
240,9.4
241,7.13
247,9.4
253,9.9
258,13.6
262,5.8
263,7.7
266,7.0
268,5.8
271,10.0
275,13.6
276,13.6
279,13.6
285,8.5
286,7.9
289,13.6
293,9.9
294,6.8
295,13.09
