,Present_Price
3,4.15
10,3.6
12,9.94
14,7.21
15,10.79
18,5.09
20,3.95
27,6.49
29,10.38
30,5.98
33,9.95
36,7.2
38,3.76
43,8.06
46,4.89
49,9.29
50,30.61
52,19.77
56,7.27
59,35.96
62,35.96
63,35.96
68,13.74
69,20.91
71,12.48
72,18.61
73,5.71
74,8.93
75,6.8
76,14.68
79,30.61
80,14.89
81,7.85
83,13.46
85,23.73
98,18.61
103,1.6
104,1.47
105,2.37
111,1.5
112,2.4
114,1.47
116,1.47
123,1.47
128,0.87
131,0.82
133,0.95
140,1.2
141,0.8
144,0.99
151,0.55
157,0.84
160,0.95
168,0.73
171,0.55
174,0.72
178,0.52
181,0.48
185,0.58
186,0.52
187,0.51
189,0.57
192,0.75
193,0.65
200,0.75
205,5.7
207,5.7
209,5.7
214,5.7
215,9.4
218,9.4
219,9.4
222,7.6
231,9.4
233,5.7
251,9.9
255,5.35
256,13.6
257,13.6
261,5.97
262,5.8
263,7.7
266,7.0
268,5.8
274,6.8
277,13.6
280,5.9
282,14.0
299,12.5
300,5.9
