,Year,Selling_Price,Present_Price,Kms_Driven,Owner
3,2011,2.85,4.15,5200,0
10,2017,2.85,3.6,2135,0
12,2015,7.5,9.94,15000,0
14,2009,2.25,7.21,77427,0
15,2016,7.75,10.79,43000,0
18,2015,3.25,5.09,35500,0
20,2016,2.85,3.95,25000,0
27,2017,6.0,6.49,16200,0
29,2015,7.45,10.38,45000,0
30,2012,3.1,5.98,51439,0
33,2014,6.0,9.95,45000,0
36,2015,4.65,7.2,48767,0
38,2016,3.0,3.76,10079,0
43,2014,5.5,8.06,45780,0
46,2013,2.65,4.89,64532,0
49,2017,7.75,9.29,37000,0
50,2012,14.9,30.61,104707,0
52,2017,18.0,19.77,15000,0
56,2015,4.5,7.27,40534,0
59,2014,19.99,35.96,41000,0
62,2014,18.75,35.96,78000,0
63,2015,23.5,35.96,47000,0
68,2011,4.35,13.74,88000,0
69,2016,14.25,20.91,12000,0
71,2011,4.5,12.48,45000,0
72,2013,7.45,18.61,56001,0
73,2011,2.65,5.71,43000,0
74,2014,4.9,8.93,83000,0
75,2015,3.95,6.8,36000,0
76,2013,5.5,14.68,72000,0
79,2012,14.5,30.61,89000,0
80,2016,14.73,14.89,23000,0
81,2015,4.75,7.85,40000,0
83,2015,12.5,13.46,38000,0
85,2006,2.5,23.73,142000,3
98,2013,7.05,18.61,45000,0
103,2017,1.45,1.6,1200,0
104,2017,1.35,1.47,4100,0
105,2015,1.35,2.37,21700,0
111,2016,1.15,1.5,8700,0
112,2014,1.15,2.4,7000,0
114,2015,1.15,1.47,17000,0
116,2013,1.1,1.47,33000,0
123,2013,1.0,1.47,46500,0
128,2017,0.8,0.87,3000,0
131,2015,0.75,0.82,18000,0
133,2016,0.72,0.95,500,0
140,2013,0.6,1.2,32000,0
141,2016,0.6,0.8,20000,0
144,2014,0.6,0.99,25000,0
151,2016,0.5,0.55,31000,0
157,2015,0.48,0.84,23000,0
160,2011,0.45,0.95,24000,0
168,2013,0.42,0.73,12000,0
171,2015,0.4,0.55,6700,0
174,2015,0.38,0.72,38600,0
178,2014,0.35,0.52,19000,0
181,2016,0.3,0.48,50000,0
185,2008,0.25,0.58,1900,0
186,2010,0.25,0.52,22000,0
187,2013,0.25,0.51,32000,0
189,2005,0.2,0.57,55000,0
192,2007,0.2,0.75,49000,1
193,2013,0.2,0.65,24000,1
200,2006,0.1,0.75,92233,0
205,2016,5.25,5.7,3493,1
207,2015,5.15,5.7,34797,0
209,2015,4.85,5.7,21125,0
214,2017,5.25,5.7,20114,0
215,2012,4.5,9.4,36100,0
218,2014,6.45,9.4,45078,0
219,2012,4.5,9.4,36000,0
222,2014,6.0,7.6,77632,0
231,2017,9.25,9.4,15001,0
233,2013,3.9,5.7,53000,0
251,2013,5.0,9.9,56701,0
255,2012,3.0,5.35,53675,0
256,2016,10.25,13.6,49562,0
257,2015,8.5,13.6,40324,0
261,2016,5.5,5.97,5600,0
262,2015,4.0,5.8,40023,0
263,2016,6.6,7.7,16002,0
266,2014,3.65,7.0,35000,0
268,2017,4.8,5.8,19000,0
274,2014,5.3,6.8,16500,0
277,2015,9.7,13.6,21780,0
280,2015,5.25,5.9,14465,0
282,2014,8.25,14.0,63000,0
299,2017,11.5,12.5,9000,0
300,2016,5.3,5.9,5464,0
