,Present_Price
0,5.59
1,9.54
2,9.85
4,6.87
5,9.83
6,8.12
7,8.61
8,8.89
9,8.92
11,10.38
13,7.71
16,10.79
17,10.79
19,7.98
21,5.71
22,8.01
23,3.46
24,4.41
25,4.99
26,5.87
28,3.95
31,4.89
32,7.49
34,8.06
35,7.74
37,2.28
39,7.98
40,7.87
41,3.98
42,7.15
44,2.69
45,12.04
47,4.15
48,7.71
51,30.61
53,30.61
54,10.21
55,15.04
57,18.54
58,6.8
60,18.61
61,7.7
64,36.23
65,6.95
66,23.15
67,20.45
70,6.76
77,12.35
78,22.83
82,25.39
84,13.46
86,92.6
87,13.74
88,6.05
89,6.76
90,18.61
91,16.09
92,13.7
93,30.61
94,22.78
95,18.61
96,25.39
97,18.64
99,20.45
100,1.9
101,1.82
102,1.78
106,3.45
107,1.5
108,1.5
109,1.47
110,1.78
113,1.4
115,1.47
117,1.9
118,1.47
119,1.9
120,1.26
121,1.5
122,1.17
124,1.75
125,1.75
126,0.95
127,0.8
129,0.84
130,0.87
132,0.95
134,0.81
135,0.74
136,1.2
137,0.787
138,0.87
139,0.95
142,0.84
143,0.84
145,0.81
146,0.787
147,0.84
148,0.94
149,0.94
150,0.826
152,0.99
153,0.99
154,0.88
155,0.51
156,0.52
158,0.54
159,0.51
161,0.826
162,0.99
163,0.95
164,0.54
165,0.54
166,0.55
167,0.81
169,0.54
170,0.83
172,0.64
173,0.51
175,0.787
176,1.05
177,0.57
179,1.05
180,0.51
182,0.58
183,0.47
184,0.75
188,0.57
190,0.75
191,0.57
194,0.787
195,0.32
196,0.52
197,0.51
198,0.57
199,0.58
201,6.79
202,5.7
203,4.6
204,4.43
206,7.13
208,8.1
210,4.6
211,14.79
212,13.6
213,6.79
216,4.43
217,4.43
220,4.43
221,6.79
223,9.4
224,9.4
225,4.6
226,5.7
227,4.43
228,9.4
229,6.79
230,9.4
232,14.79
234,5.7
235,9.4
236,4.43
237,13.6
238,9.4
239,4.43
240,9.4
241,7.13
242,7.13
243,7.6
244,9.4
245,9.4
246,6.79
247,9.4
248,4.6
249,7.6
250,13.6
252,6.82
253,9.9
254,9.9
258,13.6
259,7.0
260,13.6
264,7.0
265,8.7
267,9.4
269,10.0
270,10.0
271,10.0
272,10.0
273,7.5
275,13.6
276,13.6
278,8.4
279,13.6
281,7.6
283,11.8
284,5.9
285,8.5
286,7.9
287,7.5
288,13.6
289,13.6
290,6.4
291,6.1
292,8.4
293,9.9
294,6.8
295,13.09
296,11.6
297,5.9
298,11.0
