,Present_Price
1,9.54
5,9.83
12,9.94
14,7.21
24,4.41
25,4.99
33,9.95
34,8.06
38,3.76
42,7.15
43,8.06
48,7.71
51,30.61
56,7.27
57,18.54
60,18.61
66,23.15
69,20.91
70,6.76
77,12.35
81,7.85
87,13.74
89,6.76
93,30.61
95,18.61
99,20.45
102,1.78
103,1.6
111,1.5
114,1.47
119,1.9
125,1.75
126,0.95
128,0.87
131,0.82
133,0.95
134,0.81
140,1.2
144,0.99
152,0.99
159,0.51
161,0.826
168,0.73
171,0.55
176,1.05
178,0.52
179,1.05
188,0.57
192,0.75
196,0.52
198,0.57
204,4.43
210,4.6
212,13.6
214,5.7
217,4.43
220,4.43
225,4.6
230,9.4
235,9.4
238,9.4
239,4.43
240,9.4
241,7.13
246,6.79
250,13.6
251,9.9
253,9.9
254,9.9
255,5.35
264,7.0
272,10.0
274,6.8
278,8.4
279,13.6
286,7.9
290,6.4
298,11.0
