,Present_Price
0,5.59
1,9.54
2,9.85
7,8.61
9,8.92
10,3.6
12,9.94
13,7.71
14,7.21
18,5.09
19,7.98
20,3.95
22,8.01
24,4.41
25,4.99
27,6.49
28,3.95
29,10.38
30,5.98
31,4.89
32,7.49
33,9.95
34,8.06
35,7.74
36,7.2
37,2.28
38,3.76
39,7.98
41,3.98
42,7.15
43,8.06
44,2.69
45,12.04
46,4.89
47,4.15
48,7.71
49,9.29
51,30.61
54,10.21
55,15.04
58,6.8
59,35.96
60,18.61
62,35.96
63,35.96
64,36.23
65,6.95
66,23.15
67,20.45
68,13.74
69,20.91
70,6.76
71,12.48
72,18.61
73,5.71
76,14.68
77,12.35
78,22.83
80,14.89
81,7.85
83,13.46
84,13.46
85,23.73
87,13.74
88,6.05
91,16.09
94,22.78
95,18.61
97,18.64
98,18.61
99,20.45
100,1.9
101,1.82
102,1.78
103,1.6
104,1.47
106,3.45
107,1.5
108,1.5
109,1.47
110,1.78
112,2.4
113,1.4
114,1.47
115,1.47
116,1.47
117,1.9
118,1.47
119,1.9
120,1.26
121,1.5
122,1.17
123,1.47
126,0.95
128,0.87
129,0.84
131,0.82
132,0.95
133,0.95
134,0.81
137,0.787
139,0.95
141,0.8
142,0.84
144,0.99
147,0.84
148,0.94
149,0.94
150,0.826
151,0.55
152,0.99
154,0.88
155,0.51
156,0.52
157,0.84
158,0.54
159,0.51
161,0.826
163,0.95
164,0.54
165,0.54
166,0.55
167,0.81
168,0.73
169,0.54
171,0.55
172,0.64
173,0.51
174,0.72
175,0.787
176,1.05
178,0.52
179,1.05
182,0.58
184,0.75
185,0.58
186,0.52
189,0.57
190,0.75
191,0.57
192,0.75
193,0.65
195,0.32
196,0.52
197,0.51
199,0.58
200,0.75
201,6.79
202,5.7
203,4.6
204,4.43
205,5.7
206,7.13
207,5.7
209,5.7
210,4.6
211,14.79
212,13.6
213,6.79
214,5.7
215,9.4
216,4.43
217,4.43
219,9.4
220,4.43
221,6.79
222,7.6
225,4.6
226,5.7
227,4.43
228,9.4
230,9.4
234,5.7
235,9.4
236,4.43
237,13.6
239,4.43
240,9.4
241,7.13
242,7.13
243,7.6
244,9.4
245,9.4
247,9.4
248,4.6
249,7.6
251,9.9
252,6.82
253,9.9
256,13.6
257,13.6
258,13.6
259,7.0
262,5.8
263,7.7
264,7.0
265,8.7
266,7.0
268,5.8
270,10.0
271,10.0
273,7.5
274,6.8
275,13.6
276,13.6
277,13.6
280,5.9
283,11.8
284,5.9
285,8.5
286,7.9
289,13.6
290,6.4
291,6.1
292,8.4
294,6.8
295,13.09
296,11.6
297,5.9
298,11.0
299,12.5
300,5.9
