,Year,Selling_Price,Present_Price,Kms_Driven,Owner
3,2011,2.85,4.15,5200,0
4,2014,4.6,6.87,42450,0
5,2018,9.25,9.83,2071,0
6,2015,6.75,8.12,18796,0
8,2016,8.75,8.89,20273,0
11,2015,6.85,10.38,51000,0
15,2016,7.75,10.79,43000,0
16,2015,7.25,10.79,41678,0
17,2016,7.75,10.79,43000,0
21,2017,4.9,5.71,2400,0
23,2014,2.5,3.46,45280,0
26,2013,4.15,5.87,55138,0
40,2016,5.85,7.87,24524,0
50,2012,14.9,30.61,104707,0
52,2017,18.0,19.77,15000,0
53,2013,16.0,30.61,135000,0
56,2015,4.5,7.27,40534,0
57,2010,4.75,18.54,50000,0
61,2015,4.5,7.7,40588,0
74,2014,4.9,8.93,83000,0
75,2015,3.95,6.8,36000,0
79,2012,14.5,30.61,89000,0
82,2017,23.0,25.39,15000,0
86,2010,35.0,92.6,78000,0
89,2014,4.75,6.76,40000,0
90,2009,3.8,18.61,62000,0
92,2005,3.51,13.7,75000,0
93,2015,23.0,30.61,40000,0
96,2016,20.75,25.39,29000,0
105,2015,1.35,2.37,21700,0
111,2016,1.15,1.5,8700,0
124,2012,0.95,1.75,11500,0
125,2009,0.9,1.75,40000,0
127,2016,0.75,0.8,7000,0
130,2017,0.75,0.87,11000,0
135,2015,0.65,0.74,5000,0
136,2014,0.65,1.2,23500,0
138,2016,0.6,0.87,15000,0
140,2013,0.6,1.2,32000,0
143,2016,0.6,0.84,25000,0
145,2012,0.6,0.81,19000,0
146,2014,0.55,0.787,15000,0
153,2013,0.5,0.99,45000,0
160,2011,0.45,0.95,24000,0
162,2012,0.45,0.99,14500,0
170,2012,0.4,0.83,5500,0
177,2016,0.35,0.57,24000,0
180,2012,0.3,0.51,60000,0
181,2016,0.3,0.48,50000,0
183,2013,0.27,0.47,21000,0
187,2013,0.25,0.51,32000,0
188,2013,0.25,0.57,18000,0
194,2008,0.2,0.787,50000,0
198,2011,0.15,0.57,35000,1
208,2017,7.9,8.1,3435,0
218,2014,6.45,9.4,45078,0
223,2015,8.25,9.4,61381,0
224,2013,5.11,9.4,36198,0
229,2012,3.1,6.79,52132,0
231,2017,9.25,9.4,15001,0
232,2015,11.45,14.79,12900,0
233,2013,3.9,5.7,53000,0
238,2013,4.8,9.4,60241,0
246,2012,3.75,6.79,35000,0
250,2016,12.9,13.6,35934,0
254,2013,5.25,9.9,54242,0
255,2012,3.0,5.35,53675,0
260,2016,9.15,13.6,29223,0
261,2016,5.5,5.97,5600,0
267,2016,8.35,9.4,19434,0
269,2015,6.7,10.0,18828,0
272,2015,7.5,10.0,27600,0
278,2016,6.0,8.4,4000,0
279,2014,6.25,13.6,40126,0
281,2006,2.1,7.6,50456,0
282,2014,8.25,14.0,63000,0
287,2015,5.75,7.5,44000,0
288,2015,8.4,13.6,34000,0
293,2010,3.25,9.9,38000,0
