,Present_Price
3,4.15
4,6.87
5,9.83
6,8.12
8,8.89
11,10.38
15,10.79
16,10.79
17,10.79
21,5.71
23,3.46
26,5.87
40,7.87
50,30.61
52,19.77
53,30.61
56,7.27
57,18.54
61,7.7
74,8.93
75,6.8
79,30.61
82,25.39
86,92.6
89,6.76
90,18.61
92,13.7
93,30.61
96,25.39
105,2.37
111,1.5
124,1.75
125,1.75
127,0.8
130,0.87
135,0.74
136,1.2
138,0.87
140,1.2
143,0.84
145,0.81
146,0.787
153,0.99
160,0.95
162,0.99
170,0.83
177,0.57
180,0.51
181,0.48
183,0.47
187,0.51
188,0.57
194,0.787
198,0.57
208,8.1
218,9.4
223,9.4
224,9.4
229,6.79
231,9.4
232,14.79
233,5.7
238,9.4
246,6.79
250,13.6
254,9.9
255,5.35
260,13.6
261,5.97
267,9.4
269,10.0
272,10.0
278,8.4
279,13.6
281,7.6
282,14.0
287,7.5
288,13.6
293,9.9
