,Present_Price
0,5.59
2,9.85
13,7.71
21,5.71
27,6.49
31,4.89
32,7.49
34,8.06
35,7.74
37,2.28
42,7.15
49,9.29
53,30.61
55,15.04
59,35.96
65,6.95
69,20.91
72,18.61
78,22.83
79,30.61
80,14.89
81,7.85
88,6.05
90,18.61
93,30.61
94,22.78
101,1.82
103,1.6
104,1.47
106,3.45
111,1.5
113,1.4
124,1.75
128,0.87
131,0.82
132,0.95
137,0.787
139,0.95
144,0.99
146,0.787
147,0.84
148,0.94
149,0.94
150,0.826
153,0.99
156,0.52
160,0.95
164,0.54
174,0.72
181,0.48
183,0.47
185,0.58
188,0.57
195,0.32
205,5.7
209,5.7
215,9.4
216,4.43
218,9.4
219,9.4
225,4.6
228,9.4
230,9.4
234,5.7
241,7.13
247,9.4
251,9.9
252,6.82
258,13.6
261,5.97
269,10.0
275,13.6
282,14.0
283,11.8
284,5.9
285,8.5
289,13.6
291,6.1
294,6.8
299,12.5
