,Present_Price
1,9.54
3,4.15
4,6.87
5,9.83
6,8.12
7,8.61
8,8.89
9,8.92
10,3.6
11,10.38
12,9.94
14,7.21
15,10.79
16,10.79
17,10.79
18,5.09
19,7.98
20,3.95
22,8.01
23,3.46
24,4.41
25,4.99
26,5.87
28,3.95
29,10.38
30,5.98
33,9.95
36,7.2
38,3.76
39,7.98
40,7.87
41,3.98
43,8.06
44,2.69
45,12.04
46,4.89
47,4.15
48,7.71
50,30.61
51,30.61
52,19.77
54,10.21
56,7.27
57,18.54
58,6.8
60,18.61
61,7.7
62,35.96
63,35.96
64,36.23
66,23.15
67,20.45
68,13.74
70,6.76
71,12.48
73,5.71
74,8.93
75,6.8
76,14.68
77,12.35
82,25.39
83,13.46
84,13.46
85,23.73
86,92.6
87,13.74
89,6.76
91,16.09
92,13.7
95,18.61
96,25.39
97,18.64
98,18.61
99,20.45
100,1.9
102,1.78
105,2.37
107,1.5
108,1.5
109,1.47
110,1.78
112,2.4
114,1.47
115,1.47
116,1.47
117,1.9
118,1.47
119,1.9
120,1.26
121,1.5
122,1.17
123,1.47
125,1.75
126,0.95
127,0.8
129,0.84
130,0.87
133,0.95
134,0.81
135,0.74
136,1.2
138,0.87
140,1.2
141,0.8
142,0.84
143,0.84
145,0.81
151,0.55
152,0.99
154,0.88
155,0.51
157,0.84
158,0.54
159,0.51
161,0.826
162,0.99
163,0.95
165,0.54
166,0.55
167,0.81
168,0.73
169,0.54
170,0.83
171,0.55
172,0.64
173,0.51
175,0.787
176,1.05
177,0.57
178,0.52
179,1.05
180,0.51
182,0.58
184,0.75
186,0.52
187,0.51
189,0.57
190,0.75
191,0.57
192,0.75
193,0.65
194,0.787
196,0.52
197,0.51
198,0.57
199,0.58
200,0.75
201,6.79
202,5.7
203,4.6
204,4.43
206,7.13
207,5.7
208,8.1
210,4.6
211,14.79
212,13.6
213,6.79
214,5.7
217,4.43
220,4.43
221,6.79
222,7.6
223,9.4
224,9.4
226,5.7
227,4.43
229,6.79
231,9.4
232,14.79
233,5.7
235,9.4
236,4.43
237,13.6
238,9.4
239,4.43
240,9.4
242,7.13
243,7.6
244,9.4
245,9.4
246,6.79
248,4.6
249,7.6
250,13.6
253,9.9
254,9.9
255,5.35
256,13.6
257,13.6
259,7.0
260,13.6
262,5.8
263,7.7
264,7.0
265,8.7
266,7.0
267,9.4
268,5.8
270,10.0
271,10.0
272,10.0
273,7.5
274,6.8
276,13.6
277,13.6
278,8.4
279,13.6
280,5.9
281,7.6
286,7.9
287,7.5
288,13.6
290,6.4
292,8.4
293,9.9
295,13.09
296,11.6
297,5.9
298,11.0
300,5.9
