,Year,Selling_Price,Present_Price,Kms_Driven,Owner
1,2013,4.75,9.54,43000,0
4,2014,4.6,6.87,42450,0
5,2018,9.25,9.83,2071,0
13,2015,6.1,7.71,26000,0
14,2009,2.25,7.21,77427,0
20,2016,2.85,3.95,25000,0
22,2011,4.4,8.01,50000,0
27,2017,6.0,6.49,16200,0
36,2015,4.65,7.2,48767,0
37,2003,0.35,2.28,127000,0
47,2006,1.05,4.15,65000,0
63,2015,23.5,35.96,47000,0
69,2016,14.25,20.91,12000,0
83,2015,12.5,13.46,38000,0
91,2014,11.25,16.09,58242,0
106,2014,1.35,3.45,16500,1
107,2013,1.25,1.5,15000,0
109,2017,1.2,1.47,11000,0
118,2015,1.1,1.47,26000,0
121,2011,1.05,1.5,6900,0
123,2013,1.0,1.47,46500,0
124,2012,0.95,1.75,11500,0
127,2016,0.75,0.8,7000,0
131,2015,0.75,0.82,18000,0
133,2016,0.72,0.95,500,0
136,2014,0.65,1.2,23500,0
137,2013,0.65,0.787,16000,0
140,2013,0.6,1.2,32000,0
144,2014,0.6,0.99,25000,0
146,2014,0.55,0.787,15000,0
150,2011,0.5,0.826,6000,0
152,2012,0.5,0.99,13000,0
165,2016,0.45,0.54,500,0
167,2014,0.42,0.81,42000,0
168,2013,0.42,0.73,12000,0
169,2015,0.4,0.54,14000,0
175,2011,0.38,0.787,75000,0
178,2014,0.35,0.52,19000,0
179,2010,0.31,1.05,213000,0
185,2008,0.25,0.58,1900,0
190,2008,0.2,0.75,60000,0
191,2012,0.2,0.57,25000,1
195,2015,0.18,0.32,35000,0
198,2011,0.15,0.57,35000,1
202,2015,4.4,5.7,28200,0
204,2015,2.75,4.43,28282,0
211,2015,11.75,14.79,43535,0
213,2011,2.9,6.79,31604,0
218,2014,6.45,9.4,45078,0
222,2014,6.0,7.6,77632,0
228,2012,4.95,9.4,60000,0
232,2015,11.45,14.79,12900,0
237,2015,11.25,13.6,68000,0
238,2013,4.8,9.4,60241,0
240,2012,5.35,9.4,32322,0
242,2014,4.4,7.13,34000,0
246,2012,3.75,6.79,35000,0
253,2014,7.2,9.9,48000,0
255,2012,3.0,5.35,53675,0
257,2015,8.5,13.6,40324,0
258,2015,8.4,13.6,25000,0
260,2016,9.15,13.6,29223,0
265,2017,6.5,8.7,21200,0
267,2016,8.35,9.4,19434,0
273,2010,2.25,7.5,61203,0
281,2006,2.1,7.6,50456,0
283,2016,8.99,11.8,9010,0
287,2015,5.75,7.5,44000,0
288,2015,8.4,13.6,34000,0
289,2016,10.11,13.6,10980,0
292,2016,6.4,8.4,12000,0
295,2015,8.55,13.09,60076,0
297,2015,4.0,5.9,60000,0
