,Present_Price
0,5.59
2,9.85
3,4.15
6,8.12
7,8.61
8,8.89
9,8.92
10,3.6
11,10.38
12,9.94
15,10.79
16,10.79
17,10.79
18,5.09
19,7.98
21,5.71
23,3.46
24,4.41
25,4.99
26,5.87
28,3.95
29,10.38
30,5.98
31,4.89
32,7.49
33,9.95
34,8.06
35,7.74
38,3.76
39,7.98
40,7.87
41,3.98
42,7.15
43,8.06
44,2.69
45,12.04
46,4.89
48,7.71
49,9.29
50,30.61
51,30.61
52,19.77
53,30.61
54,10.21
55,15.04
56,7.27
57,18.54
58,6.8
59,35.96
60,18.61
61,7.7
62,35.96
64,36.23
65,6.95
66,23.15
67,20.45
68,13.74
70,6.76
71,12.48
72,18.61
73,5.71
74,8.93
75,6.8
76,14.68
77,12.35
78,22.83
79,30.61
80,14.89
81,7.85
82,25.39
84,13.46
85,23.73
86,92.6
87,13.74
88,6.05
89,6.76
90,18.61
92,13.7
93,30.61
94,22.78
95,18.61
96,25.39
97,18.64
98,18.61
99,20.45
100,1.9
101,1.82
102,1.78
103,1.6
104,1.47
105,2.37
108,1.5
110,1.78
111,1.5
112,2.4
113,1.4
114,1.47
115,1.47
116,1.47
117,1.9
119,1.9
120,1.26
122,1.17
125,1.75
126,0.95
128,0.87
129,0.84
130,0.87
132,0.95
134,0.81
135,0.74
138,0.87
139,0.95
141,0.8
142,0.84
143,0.84
145,0.81
147,0.84
148,0.94
149,0.94
151,0.55
153,0.99
154,0.88
155,0.51
156,0.52
157,0.84
158,0.54
159,0.51
160,0.95
161,0.826
162,0.99
163,0.95
164,0.54
166,0.55
170,0.83
171,0.55
172,0.64
173,0.51
174,0.72
176,1.05
177,0.57
180,0.51
181,0.48
182,0.58
183,0.47
184,0.75
186,0.52
187,0.51
188,0.57
189,0.57
192,0.75
193,0.65
194,0.787
196,0.52
197,0.51
199,0.58
200,0.75
201,6.79
203,4.6
205,5.7
206,7.13
207,5.7
208,8.1
209,5.7
210,4.6
212,13.6
214,5.7
215,9.4
216,4.43
217,4.43
219,9.4
220,4.43
221,6.79
223,9.4
224,9.4
225,4.6
226,5.7
227,4.43
229,6.79
230,9.4
231,9.4
233,5.7
234,5.7
235,9.4
236,4.43
239,4.43
241,7.13
243,7.6
244,9.4
245,9.4
247,9.4
248,4.6
249,7.6
250,13.6
251,9.9
252,6.82
254,9.9
256,13.6
259,7.0
261,5.97
262,5.8
263,7.7
264,7.0
266,7.0
268,5.8
269,10.0
270,10.0
271,10.0
272,10.0
274,6.8
275,13.6
276,13.6
277,13.6
278,8.4
279,13.6
280,5.9
282,14.0
284,5.9
285,8.5
286,7.9
290,6.4
291,6.1
293,9.9
294,6.8
296,11.6
298,11.0
299,12.5
300,5.9
