,Present_Price
3,4.15
8,8.89
9,8.92
11,10.38
12,9.94
13,7.71
14,7.21
19,7.98
23,3.46
27,6.49
31,4.89
33,9.95
35,7.74
36,7.2
48,7.71
49,9.29
56,7.27
58,6.8
59,35.96
63,35.96
65,6.95
70,6.76
72,18.61
74,8.93
79,30.61
85,23.73
92,13.7
93,30.61
98,18.61
101,1.82
103,1.6
107,1.5
111,1.5
115,1.47
118,1.47
119,1.9
120,1.26
124,1.75
125,1.75
126,0.95
127,0.8
131,0.82
141,0.8
150,0.826
151,0.55
156,0.52
157,0.84
164,0.54
167,0.81
170,0.83
171,0.55
172,0.64
173,0.51
175,0.787
177,0.57
179,1.05
182,0.58
183,0.47
190,0.75
194,0.787
197,0.51
201,6.79
202,5.7
203,4.6
211,14.79
214,5.7
219,9.4
220,4.43
222,7.6
223,9.4
225,4.6
227,4.43
229,6.79
234,5.7
235,9.4
240,9.4
242,7.13
244,9.4
245,9.4
250,13.6
255,5.35
256,13.6
261,5.97
271,10.0
273,7.5
276,13.6
277,13.6
284,5.9
296,11.6
300,5.9
