,Present_Price
0,5.59
1,9.54
2,9.85
4,6.87
5,9.83
6,8.12
7,8.61
10,3.6
15,10.79
16,10.79
17,10.79
18,5.09
20,3.95
21,5.71
22,8.01
24,4.41
25,4.99
26,5.87
28,3.95
29,10.38
30,5.98
32,7.49
34,8.06
37,2.28
38,3.76
39,7.98
40,7.87
41,3.98
42,7.15
43,8.06
44,2.69
45,12.04
46,4.89
47,4.15
50,30.61
51,30.61
52,19.77
53,30.61
54,10.21
55,15.04
57,18.54
60,18.61
61,7.7
62,35.96
64,36.23
66,23.15
67,20.45
68,13.74
69,20.91
71,12.48
73,5.71
75,6.8
76,14.68
77,12.35
78,22.83
80,14.89
81,7.85
82,25.39
83,13.46
84,13.46
86,92.6
87,13.74
88,6.05
89,6.76
90,18.61
91,16.09
94,22.78
95,18.61
96,25.39
97,18.64
99,20.45
100,1.9
102,1.78
104,1.47
105,2.37
106,3.45
108,1.5
109,1.47
110,1.78
112,2.4
113,1.4
114,1.47
116,1.47
117,1.9
121,1.5
122,1.17
123,1.47
128,0.87
129,0.84
130,0.87
132,0.95
133,0.95
134,0.81
135,0.74
136,1.2
137,0.787
138,0.87
139,0.95
140,1.2
142,0.84
143,0.84
144,0.99
145,0.81
146,0.787
147,0.84
148,0.94
149,0.94
152,0.99
153,0.99
154,0.88
155,0.51
158,0.54
159,0.51
160,0.95
161,0.826
162,0.99
163,0.95
165,0.54
166,0.55
168,0.73
169,0.54
174,0.72
176,1.05
178,0.52
180,0.51
181,0.48
184,0.75
185,0.58
186,0.52
187,0.51
188,0.57
189,0.57
191,0.57
192,0.75
193,0.65
195,0.32
196,0.52
198,0.57
199,0.58
200,0.75
204,4.43
205,5.7
206,7.13
207,5.7
208,8.1
209,5.7
210,4.6
212,13.6
213,6.79
215,9.4
216,4.43
217,4.43
218,9.4
221,6.79
224,9.4
226,5.7
228,9.4
230,9.4
231,9.4
232,14.79
233,5.7
236,4.43
237,13.6
238,9.4
239,4.43
241,7.13
243,7.6
246,6.79
247,9.4
248,4.6
249,7.6
251,9.9
252,6.82
253,9.9
254,9.9
257,13.6
258,13.6
259,7.0
260,13.6
262,5.8
263,7.7
264,7.0
265,8.7
266,7.0
267,9.4
268,5.8
269,10.0
270,10.0
272,10.0
274,6.8
275,13.6
278,8.4
279,13.6
280,5.9
281,7.6
282,14.0
283,11.8
285,8.5
286,7.9
287,7.5
288,13.6
289,13.6
290,6.4
291,6.1
292,8.4
293,9.9
294,6.8
295,13.09
297,5.9
298,11.0
299,12.5
