,Year,Selling_Price,Present_Price,Kms_Driven,Owner
3,2011,2.85,4.15,5200,0
8,2016,8.75,8.89,20273,0
9,2015,7.45,8.92,42367,0
11,2015,6.85,10.38,51000,0
12,2015,7.5,9.94,15000,0
13,2015,6.1,7.71,26000,0
14,2009,2.25,7.21,77427,0
19,2010,2.65,7.98,41442,0
23,2014,2.5,3.46,45280,0
27,2017,6.0,6.49,16200,0
31,2011,2.35,4.89,54200,0
33,2014,6.0,9.95,45000,0
35,2011,2.95,7.74,49998,0
36,2015,4.65,7.2,48767,0
48,2015,5.8,7.71,25870,0
49,2017,7.75,9.29,37000,0
56,2015,4.5,7.27,40534,0
58,2014,4.1,6.8,39485,1
59,2014,19.99,35.96,41000,0
63,2015,23.5,35.96,47000,0
65,2014,4.75,6.95,45000,0
70,2014,3.95,6.76,71000,0
72,2013,7.45,18.61,56001,0
74,2014,4.9,8.93,83000,0
79,2012,14.5,30.61,89000,0
85,2006,2.5,23.73,142000,3
92,2005,3.51,13.7,75000,0
93,2015,23.0,30.61,40000,0
98,2013,7.05,18.61,45000,0
101,2017,1.7,1.82,1400,0
103,2017,1.45,1.6,1200,0
107,2013,1.25,1.5,15000,0
111,2016,1.15,1.5,8700,0
115,2015,1.11,1.47,17500,0
118,2015,1.1,1.47,26000,0
119,2013,1.05,1.9,5400,0
120,2016,1.05,1.26,5700,0
124,2012,0.95,1.75,11500,0
125,2009,0.9,1.75,40000,0
126,2017,0.9,0.95,1300,0
127,2016,0.75,0.8,7000,0
131,2015,0.75,0.82,18000,0
141,2016,0.6,0.8,20000,0
150,2011,0.5,0.826,6000,0
151,2016,0.5,0.55,31000,0
156,2017,0.48,0.52,15000,0
157,2015,0.48,0.84,23000,0
164,2016,0.45,0.54,14000,0
167,2014,0.42,0.81,42000,0
170,2012,0.4,0.83,5500,0
171,2015,0.4,0.55,6700,0
172,2014,0.4,0.64,13700,0
173,2017,0.4,0.51,1300,0
175,2011,0.38,0.787,75000,0
177,2016,0.35,0.57,24000,0
179,2010,0.31,1.05,213000,0
182,2013,0.3,0.58,30000,0
183,2013,0.27,0.47,21000,0
190,2008,0.2,0.75,60000,0
194,2008,0.2,0.787,50000,0
197,2010,0.16,0.51,33000,0
201,2010,3.25,6.79,58000,1
202,2015,4.4,5.7,28200,0
203,2011,2.95,4.6,53460,0
211,2015,11.75,14.79,43535,0
214,2017,5.25,5.7,20114,0
219,2012,4.5,9.4,36000,0
220,2017,3.5,4.43,38488,0
222,2014,6.0,7.6,77632,0
223,2015,8.25,9.4,61381,0
225,2011,2.7,4.6,22517,0
227,2011,2.55,4.43,57000,0
229,2012,3.1,6.79,52132,0
234,2015,5.5,5.7,4492,0
235,2017,9.1,9.4,15141,0
240,2012,5.35,9.4,32322,0
242,2014,4.4,7.13,34000,0
244,2013,5.95,9.4,49000,0
245,2012,5.2,9.4,71000,0
250,2016,12.9,13.6,35934,0
255,2012,3.0,5.35,53675,0
256,2016,10.25,13.6,49562,0
261,2016,5.5,5.97,5600,0
271,2009,3.0,10.0,69562,0
273,2010,2.25,7.5,61203,0
276,2015,8.65,13.6,24800,0
277,2015,9.7,13.6,21780,0
284,2013,3.5,5.9,9800,0
296,2016,9.5,11.6,33988,0
300,2016,5.3,5.9,5464,0
