,Present_Price
0,5.59
6,8.12
7,8.61
9,8.92
15,10.79
19,7.98
20,3.95
24,4.41
37,2.28
43,8.06
44,2.69
47,4.15
51,30.61
56,7.27
58,6.8
63,35.96
66,23.15
68,13.74
71,12.48
74,8.93
76,14.68
81,7.85
89,6.76
92,13.7
94,22.78
105,2.37
106,3.45
109,1.47
110,1.78
111,1.5
114,1.47
115,1.47
117,1.9
119,1.9
120,1.26
121,1.5
122,1.17
124,1.75
126,0.95
127,0.8
128,0.87
129,0.84
134,0.81
135,0.74
136,1.2
138,0.87
140,1.2
143,0.84
145,0.81
158,0.54
160,0.95
162,0.99
163,0.95
164,0.54
166,0.55
171,0.55
173,0.51
177,0.57
183,0.47
184,0.75
191,0.57
193,0.65
199,0.58
201,6.79
203,4.6
204,4.43
210,4.6
213,6.79
216,4.43
218,9.4
221,6.79
228,9.4
231,9.4
236,4.43
243,7.6
244,9.4
246,6.79
248,4.6
254,9.9
255,5.35
267,9.4
271,10.0
282,14.0
287,7.5
290,6.4
291,6.1
298,11.0
300,5.9
