,Present_Price
1,9.54
2,9.85
3,4.15
4,6.87
5,9.83
8,8.89
10,3.6
11,10.38
12,9.94
13,7.71
14,7.21
16,10.79
17,10.79
18,5.09
21,5.71
22,8.01
23,3.46
25,4.99
26,5.87
27,6.49
28,3.95
29,10.38
30,5.98
31,4.89
32,7.49
33,9.95
34,8.06
35,7.74
36,7.2
38,3.76
39,7.98
40,7.87
41,3.98
42,7.15
45,12.04
46,4.89
48,7.71
49,9.29
50,30.61
52,19.77
53,30.61
54,10.21
55,15.04
57,18.54
59,35.96
60,18.61
61,7.7
62,35.96
64,36.23
65,6.95
67,20.45
69,20.91
70,6.76
72,18.61
73,5.71
75,6.8
77,12.35
78,22.83
79,30.61
80,14.89
82,25.39
83,13.46
84,13.46
85,23.73
86,92.6
87,13.74
88,6.05
90,18.61
91,16.09
93,30.61
95,18.61
96,25.39
97,18.64
98,18.61
99,20.45
100,1.9
101,1.82
102,1.78
103,1.6
104,1.47
107,1.5
108,1.5
112,2.4
113,1.4
116,1.47
118,1.47
123,1.47
125,1.75
130,0.87
131,0.82
132,0.95
133,0.95
137,0.787
139,0.95
141,0.8
142,0.84
144,0.99
146,0.787
147,0.84
148,0.94
149,0.94
150,0.826
151,0.55
152,0.99
153,0.99
154,0.88
155,0.51
156,0.52
157,0.84
159,0.51
161,0.826
165,0.54
167,0.81
168,0.73
169,0.54
170,0.83
172,0.64
174,0.72
175,0.787
176,1.05
178,0.52
179,1.05
180,0.51
181,0.48
182,0.58
185,0.58
186,0.52
187,0.51
188,0.57
189,0.57
190,0.75
192,0.75
194,0.787
195,0.32
196,0.52
197,0.51
198,0.57
200,0.75
202,5.7
205,5.7
206,7.13
207,5.7
208,8.1
209,5.7
211,14.79
212,13.6
214,5.7
215,9.4
217,4.43
219,9.4
220,4.43
222,7.6
223,9.4
224,9.4
225,4.6
226,5.7
227,4.43
229,6.79
230,9.4
232,14.79
233,5.7
234,5.7
235,9.4
237,13.6
238,9.4
239,4.43
240,9.4
241,7.13
242,7.13
245,9.4
247,9.4
249,7.6
250,13.6
251,9.9
252,6.82
253,9.9
256,13.6
257,13.6
258,13.6
259,7.0
260,13.6
261,5.97
262,5.8
263,7.7
264,7.0
265,8.7
266,7.0
268,5.8
269,10.0
270,10.0
272,10.0
273,7.5
274,6.8
275,13.6
276,13.6
277,13.6
278,8.4
279,13.6
280,5.9
281,7.6
283,11.8
284,5.9
285,8.5
286,7.9
288,13.6
289,13.6
292,8.4
293,9.9
294,6.8
295,13.09
296,11.6
297,5.9
299,12.5
