,Year,Selling_Price,Present_Price,Kms_Driven,Owner
0,2014,3.35,5.59,27000,0
6,2015,6.75,8.12,18796,0
7,2015,6.5,8.61,33429,0
9,2015,7.45,8.92,42367,0
15,2016,7.75,10.79,43000,0
19,2010,2.65,7.98,41442,0
20,2016,2.85,3.95,25000,0
24,2013,2.9,4.41,56879,0
37,2003,0.35,2.28,127000,0
43,2014,5.5,8.06,45780,0
44,2012,1.25,2.69,50000,0
47,2006,1.05,4.15,65000,0
51,2015,23.0,30.61,40000,0
56,2015,4.5,7.27,40534,0
58,2014,4.1,6.8,39485,1
63,2015,23.5,35.96,47000,0
66,2017,19.75,23.15,11000,0
68,2011,4.35,13.74,88000,0
71,2011,4.5,12.48,45000,0
74,2014,4.9,8.93,83000,0
76,2013,5.5,14.68,72000,0
81,2015,4.75,7.85,40000,0
89,2014,4.75,6.76,40000,0
92,2005,3.51,13.7,75000,0
94,2008,4.0,22.78,89000,0
105,2015,1.35,2.37,21700,0
106,2014,1.35,3.45,16500,1
109,2017,1.2,1.47,11000,0
110,2016,1.2,1.78,6000,0
111,2016,1.15,1.5,8700,0
114,2015,1.15,1.47,17000,0
115,2015,1.11,1.47,17500,0
117,2015,1.1,1.9,14000,0
119,2013,1.05,1.9,5400,0
120,2016,1.05,1.26,5700,0
121,2011,1.05,1.5,6900,0
122,2016,1.05,1.17,6000,0
124,2012,0.95,1.75,11500,0
126,2017,0.9,0.95,1300,0
127,2016,0.75,0.8,7000,0
128,2017,0.8,0.87,3000,0
129,2017,0.78,0.84,5000,0
134,2017,0.65,0.81,11800,0
135,2015,0.65,0.74,5000,0
136,2014,0.65,1.2,23500,0
138,2016,0.6,0.87,15000,0
140,2013,0.6,1.2,32000,0
143,2016,0.6,0.84,25000,0
145,2012,0.6,0.81,19000,0
158,2017,0.48,0.54,8600,0
160,2011,0.45,0.95,24000,0
162,2012,0.45,0.99,14500,0
163,2010,0.45,0.95,27000,0
164,2016,0.45,0.54,14000,0
166,2016,0.45,0.55,1000,0
171,2015,0.4,0.55,6700,0
173,2017,0.4,0.51,1300,0
177,2016,0.35,0.57,24000,0
183,2013,0.27,0.47,21000,0
184,2008,0.25,0.75,26000,1
191,2012,0.2,0.57,25000,1
193,2013,0.2,0.65,24000,1
199,2007,0.12,0.58,53000,0
201,2010,3.25,6.79,58000,1
203,2011,2.95,4.6,53460,0
204,2015,2.75,4.43,28282,0
210,2012,3.1,4.6,35775,0
213,2011,2.9,6.79,31604,0
216,2016,2.9,4.43,12500,0
218,2014,6.45,9.4,45078,0
221,2013,4.5,6.79,32000,0
228,2012,4.95,9.4,60000,0
231,2017,9.25,9.4,15001,0
236,2016,3.1,4.43,11849,0
243,2016,6.25,7.6,7000,0
244,2013,5.95,9.4,49000,0
246,2012,3.75,6.79,35000,0
248,2013,4.0,4.6,30000,0
254,2013,5.25,9.9,54242,0
255,2012,3.0,5.35,53675,0
267,2016,8.35,9.4,19434,0
271,2009,3.0,10.0,69562,0
282,2014,8.25,14.0,63000,0
287,2015,5.75,7.5,44000,0
290,2014,4.5,6.4,19000,0
291,2015,5.4,6.1,31427,0
298,2009,3.35,11.0,87934,0
300,2016,5.3,5.9,5464,0
