,Present_Price
6,8.12
7,8.61
9,8.92
12,9.94
15,10.79
17,10.79
19,7.98
20,3.95
21,5.71
22,8.01
24,4.41
25,4.99
35,7.74
44,2.69
47,4.15
48,7.71
54,10.21
61,7.7
63,35.96
65,6.95
66,23.15
70,6.76
71,12.48
72,18.61
76,14.68
79,30.61
82,25.39
89,6.76
94,22.78
95,18.61
101,1.82
103,1.6
107,1.5
112,2.4
115,1.47
119,1.9
120,1.26
122,1.17
124,1.75
129,0.84
136,1.2
146,0.787
152,0.99
154,0.88
155,0.51
157,0.84
158,0.54
164,0.54
165,0.54
168,0.73
170,0.83
173,0.51
174,0.72
175,0.787
176,1.05
183,0.47
194,0.787
205,5.7
208,8.1
209,5.7
211,14.79
221,6.79
229,6.79
232,14.79
233,5.7
239,4.43
240,9.4
248,4.6
254,9.9
256,13.6
268,5.8
269,10.0
270,10.0
271,10.0
272,10.0
277,13.6
278,8.4
279,13.6
280,5.9
281,7.6
283,11.8
297,5.9
298,11.0
