,Present_Price
0,5.59
1,9.54
2,9.85
3,4.15
4,6.87
5,9.83
8,8.89
10,3.6
11,10.38
13,7.71
14,7.21
16,10.79
18,5.09
23,3.46
26,5.87
27,6.49
28,3.95
29,10.38
30,5.98
31,4.89
32,7.49
33,9.95
34,8.06
36,7.2
37,2.28
38,3.76
39,7.98
40,7.87
41,3.98
42,7.15
43,8.06
45,12.04
46,4.89
49,9.29
50,30.61
51,30.61
52,19.77
53,30.61
55,15.04
56,7.27
57,18.54
58,6.8
59,35.96
60,18.61
62,35.96
64,36.23
67,20.45
68,13.74
69,20.91
73,5.71
74,8.93
75,6.8
77,12.35
78,22.83
80,14.89
81,7.85
83,13.46
84,13.46
85,23.73
86,92.6
87,13.74
88,6.05
90,18.61
91,16.09
92,13.7
93,30.61
96,25.39
97,18.64
98,18.61
99,20.45
100,1.9
102,1.78
104,1.47
105,2.37
106,3.45
108,1.5
109,1.47
110,1.78
111,1.5
113,1.4
114,1.47
116,1.47
117,1.9
118,1.47
121,1.5
123,1.47
125,1.75
126,0.95
127,0.8
128,0.87
130,0.87
131,0.82
132,0.95
133,0.95
134,0.81
135,0.74
137,0.787
138,0.87
139,0.95
140,1.2
141,0.8
142,0.84
143,0.84
144,0.99
145,0.81
147,0.84
148,0.94
149,0.94
150,0.826
151,0.55
153,0.99
156,0.52
159,0.51
160,0.95
161,0.826
162,0.99
163,0.95
166,0.55
167,0.81
169,0.54
171,0.55
172,0.64
177,0.57
178,0.52
179,1.05
180,0.51
181,0.48
182,0.58
184,0.75
185,0.58
186,0.52
187,0.51
188,0.57
189,0.57
190,0.75
191,0.57
192,0.75
193,0.65
195,0.32
196,0.52
197,0.51
198,0.57
199,0.58
200,0.75
201,6.79
202,5.7
203,4.6
204,4.43
206,7.13
207,5.7
210,4.6
212,13.6
213,6.79
214,5.7
215,9.4
216,4.43
217,4.43
218,9.4
219,9.4
220,4.43
222,7.6
223,9.4
224,9.4
225,4.6
226,5.7
227,4.43
228,9.4
230,9.4
231,9.4
234,5.7
235,9.4
236,4.43
237,13.6
238,9.4
241,7.13
242,7.13
243,7.6
244,9.4
245,9.4
246,6.79
247,9.4
249,7.6
250,13.6
251,9.9
252,6.82
253,9.9
255,5.35
257,13.6
258,13.6
259,7.0
260,13.6
261,5.97
262,5.8
263,7.7
264,7.0
265,8.7
266,7.0
267,9.4
273,7.5
274,6.8
275,13.6
276,13.6
282,14.0
284,5.9
285,8.5
286,7.9
287,7.5
288,13.6
289,13.6
290,6.4
291,6.1
292,8.4
293,9.9
294,6.8
295,13.09
296,11.6
299,12.5
300,5.9
