,Year,Selling_Price,Present_Price,Kms_Driven,Owner
6,2015,6.75,8.12,18796,0
7,2015,6.5,8.61,33429,0
9,2015,7.45,8.92,42367,0
12,2015,7.5,9.94,15000,0
15,2016,7.75,10.79,43000,0
17,2016,7.75,10.79,43000,0
19,2010,2.65,7.98,41442,0
20,2016,2.85,3.95,25000,0
21,2017,4.9,5.71,2400,0
22,2011,4.4,8.01,50000,0
24,2013,2.9,4.41,56879,0
25,2011,3.0,4.99,20000,0
35,2011,2.95,7.74,49998,0
44,2012,1.25,2.69,50000,0
47,2006,1.05,4.15,65000,0
48,2015,5.8,7.71,25870,0
54,2005,2.75,10.21,90000,0
61,2015,4.5,7.7,40588,0
63,2015,23.5,35.96,47000,0
65,2014,4.75,6.95,45000,0
66,2017,19.75,23.15,11000,0
70,2014,3.95,6.76,71000,0
71,2011,4.5,12.48,45000,0
72,2013,7.45,18.61,56001,0
76,2013,5.5,14.68,72000,0
79,2012,14.5,30.61,89000,0
82,2017,23.0,25.39,15000,0
89,2014,4.75,6.76,40000,0
94,2008,4.0,22.78,89000,0
95,2012,5.85,18.61,72000,0
101,2017,1.7,1.82,1400,0
103,2017,1.45,1.6,1200,0
107,2013,1.25,1.5,15000,0
112,2014,1.15,2.4,7000,0
115,2015,1.11,1.47,17500,0
119,2013,1.05,1.9,5400,0
120,2016,1.05,1.26,5700,0
122,2016,1.05,1.17,6000,0
124,2012,0.95,1.75,11500,0
129,2017,0.78,0.84,5000,0
136,2014,0.65,1.2,23500,0
146,2014,0.55,0.787,15000,0
152,2012,0.5,0.99,13000,0
154,2014,0.5,0.88,8000,0
155,2017,0.48,0.51,4300,0
157,2015,0.48,0.84,23000,0
158,2017,0.48,0.54,8600,0
164,2016,0.45,0.54,14000,0
165,2016,0.45,0.54,500,0
168,2013,0.42,0.73,12000,0
170,2012,0.4,0.83,5500,0
173,2017,0.4,0.51,1300,0
174,2015,0.38,0.72,38600,0
175,2011,0.38,0.787,75000,0
176,2011,0.35,1.05,30000,0
183,2013,0.27,0.47,21000,0
194,2008,0.2,0.787,50000,0
205,2016,5.25,5.7,3493,1
208,2017,7.9,8.1,3435,0
209,2015,4.85,5.7,21125,0
211,2015,11.75,14.79,43535,0
221,2013,4.5,6.79,32000,0
229,2012,3.1,6.79,52132,0
232,2015,11.45,14.79,12900,0
233,2013,3.9,5.7,53000,0
239,2012,2.0,4.43,23709,0
240,2012,5.35,9.4,32322,0
248,2013,4.0,4.6,30000,0
254,2013,5.25,9.9,54242,0
256,2016,10.25,13.6,49562,0
268,2017,4.8,5.8,19000,0
269,2015,6.7,10.0,18828,0
270,2011,4.1,10.0,69341,0
271,2009,3.0,10.0,69562,0
272,2015,7.5,10.0,27600,0
277,2015,9.7,13.6,21780,0
278,2016,6.0,8.4,4000,0
279,2014,6.25,13.6,40126,0
280,2015,5.25,5.9,14465,0
281,2006,2.1,7.6,50456,0
283,2016,8.99,11.8,9010,0
297,2015,4.0,5.9,60000,0
298,2009,3.35,11.0,87934,0
