,Year,Selling_Price,Present_Price,Kms_Driven,Owner
2,2017,7.25,9.85,6900,0
4,2014,4.6,6.87,42450,0
9,2015,7.45,8.92,42367,0
10,2017,2.85,3.6,2135,0
13,2015,6.1,7.71,26000,0
14,2009,2.25,7.21,77427,0
17,2016,7.75,10.79,43000,0
21,2017,4.9,5.71,2400,0
22,2011,4.4,8.01,50000,0
28,2010,1.95,3.95,44542,0
32,2014,4.95,7.49,39000,0
34,2014,5.5,8.06,45000,0
36,2015,4.65,7.2,48767,0
40,2016,5.85,7.87,24524,0
45,2014,7.5,12.04,15000,0
46,2013,2.65,4.89,64532,0
48,2015,5.8,7.71,25870,0
49,2017,7.75,9.29,37000,0
55,2009,3.6,15.04,70000,0
62,2014,18.75,35.96,78000,0
68,2011,4.35,13.74,88000,0
70,2014,3.95,6.76,71000,0
74,2014,4.9,8.93,83000,0
75,2015,3.95,6.8,36000,0
77,2004,1.5,12.35,135154,0
80,2016,14.73,14.89,23000,0
86,2010,35.0,92.6,78000,0
89,2014,4.75,6.76,40000,0
92,2005,3.51,13.7,75000,0
96,2016,20.75,25.39,29000,0
98,2013,7.05,18.61,45000,0
102,2017,1.65,1.78,4000,0
109,2017,1.2,1.47,11000,0
113,2016,1.15,1.4,35000,0
118,2015,1.1,1.47,26000,0
123,2013,1.0,1.47,46500,0
125,2009,0.9,1.75,40000,0
128,2017,0.8,0.87,3000,0
133,2016,0.72,0.95,500,0
135,2015,0.65,0.74,5000,0
145,2012,0.6,0.81,19000,0
147,2015,0.55,0.84,58000,0
151,2016,0.5,0.55,31000,0
153,2013,0.5,0.99,45000,0
156,2017,0.48,0.52,15000,0
158,2017,0.48,0.54,8600,0
164,2016,0.45,0.54,14000,0
166,2016,0.45,0.55,1000,0
178,2014,0.35,0.52,19000,0
185,2008,0.25,0.58,1900,0
187,2013,0.25,0.51,32000,0
196,2008,0.17,0.52,500000,0
197,2010,0.16,0.51,33000,0
204,2015,2.75,4.43,28282,0
205,2016,5.25,5.7,3493,1
208,2017,7.9,8.1,3435,0
209,2015,4.85,5.7,21125,0
212,2016,11.25,13.6,22671,0
216,2016,2.9,4.43,12500,0
222,2014,6.0,7.6,77632,0
224,2013,5.11,9.4,36198,0
226,2015,5.25,5.7,24678,0
227,2011,2.55,4.43,57000,0
237,2015,11.25,13.6,68000,0
241,2015,4.75,7.13,35866,1
242,2014,4.4,7.13,34000,0
243,2016,6.25,7.6,7000,0
246,2012,3.75,6.79,35000,0
252,2015,5.4,6.82,31427,0
255,2012,3.0,5.35,53675,0
256,2016,10.25,13.6,49562,0
258,2015,8.4,13.6,25000,0
262,2015,4.0,5.8,40023,0
266,2014,3.65,7.0,35000,0
271,2009,3.0,10.0,69562,0
277,2015,9.7,13.6,21780,0
281,2006,2.1,7.6,50456,0
284,2013,3.5,5.9,9800,0
289,2016,10.11,13.6,10980,0
294,2014,3.75,6.8,33019,0
295,2015,8.55,13.09,60076,0
