,Present_Price
2,9.85
4,6.87
9,8.92
10,3.6
13,7.71
14,7.21
17,10.79
21,5.71
22,8.01
28,3.95
32,7.49
34,8.06
36,7.2
40,7.87
45,12.04
46,4.89
48,7.71
49,9.29
55,15.04
62,35.96
68,13.74
70,6.76
74,8.93
75,6.8
77,12.35
80,14.89
86,92.6
89,6.76
92,13.7
96,25.39
98,18.61
102,1.78
109,1.47
113,1.4
118,1.47
123,1.47
125,1.75
128,0.87
133,0.95
135,0.74
145,0.81
147,0.84
151,0.55
153,0.99
156,0.52
158,0.54
164,0.54
166,0.55
178,0.52
185,0.58
187,0.51
196,0.52
197,0.51
204,4.43
205,5.7
208,8.1
209,5.7
212,13.6
216,4.43
222,7.6
224,9.4
226,5.7
227,4.43
237,13.6
241,7.13
242,7.13
243,7.6
246,6.79
252,6.82
255,5.35
256,13.6
258,13.6
262,5.8
266,7.0
271,10.0
277,13.6
281,7.6
284,5.9
289,13.6
294,6.8
295,13.09
