,Present_Price
0,5.59
1,9.54
2,9.85
3,4.15
5,9.83
6,8.12
7,8.61
8,8.89
9,8.92
10,3.6
12,9.94
13,7.71
14,7.21
15,10.79
16,10.79
18,5.09
19,7.98
20,3.95
21,5.71
22,8.01
23,3.46
24,4.41
26,5.87
29,10.38
33,9.95
34,8.06
35,7.74
36,7.2
37,2.28
39,7.98
41,3.98
42,7.15
44,2.69
46,4.89
47,4.15
49,9.29
51,30.61
52,19.77
53,30.61
54,10.21
58,6.8
63,35.96
69,20.91
70,6.76
73,5.71
74,8.93
75,6.8
78,22.83
79,30.61
80,14.89
81,7.85
82,25.39
83,13.46
84,13.46
85,23.73
86,92.6
87,13.74
88,6.05
90,18.61
91,16.09
92,13.7
93,30.61
94,22.78
95,18.61
96,25.39
97,18.64
98,18.61
100,1.9
101,1.82
102,1.78
103,1.6
104,1.47
105,2.37
106,3.45
107,1.5
108,1.5
109,1.47
111,1.5
112,2.4
113,1.4
114,1.47
116,1.47
117,1.9
118,1.47
119,1.9
121,1.5
122,1.17
123,1.47
125,1.75
126,0.95
127,0.8
129,0.84
130,0.87
131,0.82
132,0.95
133,0.95
134,0.81
135,0.74
137,0.787
138,0.87
140,1.2
142,0.84
144,0.99
145,0.81
146,0.787
147,0.84
148,0.94
149,0.94
150,0.826
151,0.55
152,0.99
153,0.99
154,0.88
155,0.51
157,0.84
158,0.54
160,0.95
161,0.826
163,0.95
166,0.55
167,0.81
168,0.73
169,0.54
171,0.55
172,0.64
173,0.51
174,0.72
176,1.05
177,0.57
179,1.05
180,0.51
181,0.48
182,0.58
186,0.52
187,0.51
188,0.57
190,0.75
191,0.57
192,0.75
193,0.65
194,0.787
195,0.32
196,0.52
198,0.57
199,0.58
200,0.75
201,6.79
202,5.7
203,4.6
204,4.43
205,5.7
206,7.13
207,5.7
208,8.1
210,4.6
212,13.6
213,6.79
214,5.7
215,9.4
216,4.43
218,9.4
220,4.43
221,6.79
222,7.6
223,9.4
224,9.4
225,4.6
226,5.7
228,9.4
229,6.79
235,9.4
238,9.4
239,4.43
241,7.13
242,7.13
243,7.6
244,9.4
245,9.4
246,6.79
247,9.4
248,4.6
249,7.6
250,13.6
251,9.9
252,6.82
254,9.9
255,5.35
256,13.6
260,13.6
262,5.8
264,7.0
265,8.7
266,7.0
267,9.4
268,5.8
269,10.0
270,10.0
273,7.5
275,13.6
276,13.6
278,8.4
279,13.6
281,7.6
282,14.0
283,11.8
284,5.9
285,8.5
286,7.9
287,7.5
288,13.6
289,13.6
290,6.4
293,9.9
294,6.8
295,13.09
296,11.6
297,5.9
298,11.0
300,5.9
