,Year,Selling_Price,Present_Price,Kms_Driven,Owner
4,2014,4.6,6.87,42450,0
11,2015,6.85,10.38,51000,0
17,2016,7.75,10.79,43000,0
25,2011,3.0,4.99,20000,0
27,2017,6.0,6.49,16200,0
28,2010,1.95,3.95,44542,0
30,2012,3.1,5.98,51439,0
31,2011,2.35,4.89,54200,0
32,2014,4.95,7.49,39000,0
38,2016,3.0,3.76,10079,0
40,2016,5.85,7.87,24524,0
43,2014,5.5,8.06,45780,0
45,2014,7.5,12.04,15000,0
48,2015,5.8,7.71,25870,0
50,2012,14.9,30.61,104707,0
55,2009,3.6,15.04,70000,0
56,2015,4.5,7.27,40534,0
57,2010,4.75,18.54,50000,0
59,2014,19.99,35.96,41000,0
60,2013,6.95,18.61,40001,0
61,2015,4.5,7.7,40588,0
62,2014,18.75,35.96,78000,0
64,2017,33.0,36.23,6000,0
65,2014,4.75,6.95,45000,0
66,2017,19.75,23.15,11000,0
67,2010,9.25,20.45,59000,0
68,2011,4.35,13.74,88000,0
71,2011,4.5,12.48,45000,0
72,2013,7.45,18.61,56001,0
76,2013,5.5,14.68,72000,0
77,2004,1.5,12.35,135154,0
89,2014,4.75,6.76,40000,0
99,2010,9.65,20.45,50024,0
110,2016,1.2,1.78,6000,0
115,2015,1.11,1.47,17500,0
120,2016,1.05,1.26,5700,0
124,2012,0.95,1.75,11500,0
128,2017,0.8,0.87,3000,0
136,2014,0.65,1.2,23500,0
139,2015,0.6,0.95,16600,0
141,2016,0.6,0.8,20000,0
143,2016,0.6,0.84,25000,0
156,2017,0.48,0.52,15000,0
159,2017,0.45,0.51,4000,0
162,2012,0.45,0.99,14500,0
164,2016,0.45,0.54,14000,0
165,2016,0.45,0.54,500,0
170,2012,0.4,0.83,5500,0
175,2011,0.38,0.787,75000,0
178,2014,0.35,0.52,19000,0
183,2013,0.27,0.47,21000,0
184,2008,0.25,0.75,26000,1
185,2008,0.25,0.58,1900,0
189,2005,0.2,0.57,55000,0
197,2010,0.16,0.51,33000,0
209,2015,4.85,5.7,21125,0
211,2015,11.75,14.79,43535,0
217,2016,3.15,4.43,15000,0
219,2012,4.5,9.4,36000,0
227,2011,2.55,4.43,57000,0
230,2013,6.15,9.4,45000,0
231,2017,9.25,9.4,15001,0
232,2015,11.45,14.79,12900,0
233,2013,3.9,5.7,53000,0
234,2015,5.5,5.7,4492,0
236,2016,3.1,4.43,11849,0
237,2015,11.25,13.6,68000,0
240,2012,5.35,9.4,32322,0
253,2014,7.2,9.9,48000,0
257,2015,8.5,13.6,40324,0
258,2015,8.4,13.6,25000,0
259,2014,3.9,7.0,36054,0
261,2016,5.5,5.97,5600,0
263,2016,6.6,7.7,16002,0
271,2009,3.0,10.0,69562,0
272,2015,7.5,10.0,27600,0
274,2014,5.3,6.8,16500,0
277,2015,9.7,13.6,21780,0
280,2015,5.25,5.9,14465,0
291,2015,5.4,6.1,31427,0
292,2016,6.4,8.4,12000,0
299,2017,11.5,12.5,9000,0
