,Year,Selling_Price,Present_Price,Kms_Driven,Owner
0,2014,3.35,5.59,27000,0
2,2017,7.25,9.85,6900,0
8,2016,8.75,8.89,20273,0
14,2009,2.25,7.21,77427,0
16,2015,7.25,10.79,41678,0
22,2011,4.4,8.01,50000,0
26,2013,4.15,5.87,55138,0
28,2010,1.95,3.95,44542,0
34,2014,5.5,8.06,45000,0
35,2011,2.95,7.74,49998,0
36,2015,4.65,7.2,48767,0
40,2016,5.85,7.87,24524,0
46,2013,2.65,4.89,64532,0
49,2017,7.75,9.29,37000,0
52,2017,18.0,19.77,15000,0
56,2015,4.5,7.27,40534,0
57,2010,4.75,18.54,50000,0
65,2014,4.75,6.95,45000,0
66,2017,19.75,23.15,11000,0
68,2011,4.35,13.74,88000,0
70,2014,3.95,6.76,71000,0
71,2011,4.5,12.48,45000,0
73,2011,2.65,5.71,43000,0
77,2004,1.5,12.35,135154,0
78,2010,5.25,22.83,80000,0
79,2012,14.5,30.61,89000,0
87,2012,5.9,13.74,56000,0
88,2013,3.45,6.05,47000,0
89,2014,4.75,6.76,40000,0
90,2009,3.8,18.61,62000,0
92,2005,3.51,13.7,75000,0
94,2008,4.0,22.78,89000,0
96,2016,20.75,25.39,29000,0
101,2017,1.7,1.82,1400,0
103,2017,1.45,1.6,1200,0
105,2015,1.35,2.37,21700,0
106,2014,1.35,3.45,16500,1
113,2016,1.15,1.4,35000,0
116,2013,1.1,1.47,33000,0
125,2009,0.9,1.75,40000,0
133,2016,0.72,0.95,500,0
135,2015,0.65,0.74,5000,0
138,2016,0.6,0.87,15000,0
139,2015,0.6,0.95,16600,0
140,2013,0.6,1.2,32000,0
148,2010,0.52,0.94,45000,0
150,2011,0.5,0.826,6000,0
154,2014,0.5,0.88,8000,0
161,2014,0.45,0.826,23000,0
171,2015,0.4,0.55,6700,0
173,2017,0.4,0.51,1300,0
174,2015,0.38,0.72,38600,0
176,2011,0.35,1.05,30000,0
182,2013,0.3,0.58,30000,0
183,2013,0.27,0.47,21000,0
194,2008,0.2,0.787,50000,0
198,2011,0.15,0.57,35000,1
201,2010,3.25,6.79,58000,1
209,2015,4.85,5.7,21125,0
210,2012,3.1,4.6,35775,0
211,2015,11.75,14.79,43535,0
212,2016,11.25,13.6,22671,0
213,2011,2.9,6.79,31604,0
214,2017,5.25,5.7,20114,0
218,2014,6.45,9.4,45078,0
221,2013,4.5,6.79,32000,0
222,2014,6.0,7.6,77632,0
224,2013,5.11,9.4,36198,0
225,2011,2.7,4.6,22517,0
226,2015,5.25,5.7,24678,0
227,2011,2.55,4.43,57000,0
228,2012,4.95,9.4,60000,0
229,2012,3.1,6.79,52132,0
248,2013,4.0,4.6,30000,0
251,2013,5.0,9.9,56701,0
258,2015,8.4,13.6,25000,0
262,2015,4.0,5.8,40023,0
266,2014,3.65,7.0,35000,0
268,2017,4.8,5.8,19000,0
273,2010,2.25,7.5,61203,0
275,2016,10.9,13.6,30753,0
281,2006,2.1,7.6,50456,0
282,2014,8.25,14.0,63000,0
284,2013,3.5,5.9,9800,0
287,2015,5.75,7.5,44000,0
289,2016,10.11,13.6,10980,0
292,2016,6.4,8.4,12000,0
293,2010,3.25,9.9,38000,0
