,Present_Price
0,5.59
2,9.85
8,8.89
14,7.21
16,10.79
22,8.01
26,5.87
28,3.95
34,8.06
35,7.74
36,7.2
40,7.87
46,4.89
49,9.29
52,19.77
56,7.27
57,18.54
65,6.95
66,23.15
68,13.74
70,6.76
71,12.48
73,5.71
77,12.35
78,22.83
79,30.61
87,13.74
88,6.05
89,6.76
90,18.61
92,13.7
94,22.78
96,25.39
101,1.82
103,1.6
105,2.37
106,3.45
113,1.4
116,1.47
125,1.75
133,0.95
135,0.74
138,0.87
139,0.95
140,1.2
148,0.94
150,0.826
154,0.88
161,0.826
171,0.55
173,0.51
174,0.72
176,1.05
182,0.58
183,0.47
194,0.787
198,0.57
201,6.79
209,5.7
210,4.6
211,14.79
212,13.6
213,6.79
214,5.7
218,9.4
221,6.79
222,7.6
224,9.4
225,4.6
226,5.7
227,4.43
228,9.4
229,6.79
248,4.6
251,9.9
258,13.6
262,5.8
266,7.0
268,5.8
273,7.5
275,13.6
281,7.6
282,14.0
284,5.9
287,7.5
289,13.6
292,8.4
293,9.9
