,Present_Price
0,5.59
1,9.54
4,6.87
5,9.83
6,8.12
7,8.61
8,8.89
9,8.92
10,3.6
11,10.38
12,9.94
13,7.71
15,10.79
16,10.79
18,5.09
19,7.98
20,3.95
21,5.71
23,3.46
24,4.41
25,4.99
26,5.87
27,6.49
30,5.98
31,4.89
32,7.49
34,8.06
35,7.74
37,2.28
38,3.76
40,7.87
41,3.98
42,7.15
43,8.06
44,2.69
45,12.04
46,4.89
48,7.71
50,30.61
52,19.77
53,30.61
54,10.21
55,15.04
56,7.27
57,18.54
58,6.8
59,35.96
60,18.61
61,7.7
62,35.96
65,6.95
66,23.15
67,20.45
68,13.74
69,20.91
70,6.76
71,12.48
72,18.61
74,8.93
75,6.8
77,12.35
79,30.61
80,14.89
81,7.85
84,13.46
86,92.6
87,13.74
88,6.05
89,6.76
92,13.7
94,22.78
98,18.61
99,20.45
100,1.9
102,1.78
103,1.6
104,1.47
106,3.45
107,1.5
108,1.5
110,1.78
111,1.5
112,2.4
113,1.4
114,1.47
116,1.47
117,1.9
118,1.47
119,1.9
121,1.5
122,1.17
123,1.47
125,1.75
126,0.95
127,0.8
128,0.87
129,0.84
130,0.87
131,0.82
133,0.95
134,0.81
135,0.74
136,1.2
137,0.787
139,0.95
140,1.2
141,0.8
142,0.84
143,0.84
144,0.99
145,0.81
146,0.787
148,0.94
149,0.94
150,0.826
151,0.55
153,0.99
154,0.88
155,0.51
156,0.52
157,0.84
158,0.54
159,0.51
160,0.95
161,0.826
164,0.54
165,0.54
166,0.55
167,0.81
169,0.54
170,0.83
171,0.55
172,0.64
173,0.51
174,0.72
175,0.787
176,1.05
177,0.57
178,0.52
179,1.05
180,0.51
182,0.58
185,0.58
186,0.52
187,0.51
189,0.57
190,0.75
191,0.57
193,0.65
195,0.32
197,0.51
198,0.57
199,0.58
200,0.75
201,6.79
202,5.7
203,4.6
204,4.43
205,5.7
206,7.13
207,5.7
208,8.1
209,5.7
210,4.6
211,14.79
212,13.6
215,9.4
217,4.43
218,9.4
220,4.43
222,7.6
223,9.4
225,4.6
226,5.7
227,4.43
228,9.4
230,9.4
232,14.79
233,5.7
234,5.7
235,9.4
236,4.43
237,13.6
238,9.4
239,4.43
241,7.13
242,7.13
243,7.6
244,9.4
245,9.4
246,6.79
249,7.6
251,9.9
252,6.82
253,9.9
254,9.9
255,5.35
256,13.6
257,13.6
259,7.0
260,13.6
261,5.97
262,5.8
263,7.7
268,5.8
270,10.0
271,10.0
272,10.0
273,7.5
274,6.8
275,13.6
277,13.6
278,8.4
279,13.6
280,5.9
281,7.6
282,14.0
283,11.8
285,8.5
286,7.9
288,13.6
290,6.4
292,8.4
293,9.9
299,12.5
300,5.9
