,Present_Price
2,9.85
3,4.15
14,7.21
17,10.79
22,8.01
28,3.95
29,10.38
33,9.95
36,7.2
39,7.98
47,4.15
49,9.29
51,30.61
63,35.96
64,36.23
73,5.71
76,14.68
78,22.83
82,25.39
83,13.46
85,23.73
90,18.61
91,16.09
93,30.61
95,18.61
96,25.39
97,18.64
101,1.82
105,2.37
109,1.47
115,1.47
120,1.26
124,1.75
132,0.95
138,0.87
147,0.84
152,0.99
162,0.99
163,0.95
168,0.73
181,0.48
183,0.47
184,0.75
188,0.57
192,0.75
194,0.787
196,0.52
213,6.79
214,5.7
216,4.43
219,9.4
221,6.79
224,9.4
229,6.79
231,9.4
240,9.4
247,9.4
248,4.6
250,13.6
258,13.6
264,7.0
265,8.7
266,7.0
267,9.4
269,10.0
276,13.6
284,5.9
287,7.5
289,13.6
291,6.1
294,6.8
295,13.09
296,11.6
297,5.9
298,11.0
