,Year,Selling_Price,Present_Price,Kms_Driven,Owner
2,2017,7.25,9.85,6900,0
3,2011,2.85,4.15,5200,0
14,2009,2.25,7.21,77427,0
17,2016,7.75,10.79,43000,0
22,2011,4.4,8.01,50000,0
28,2010,1.95,3.95,44542,0
29,2015,7.45,10.38,45000,0
33,2014,6.0,9.95,45000,0
36,2015,4.65,7.2,48767,0
39,2003,2.25,7.98,62000,0
47,2006,1.05,4.15,65000,0
49,2017,7.75,9.29,37000,0
51,2015,23.0,30.61,40000,0
63,2015,23.5,35.96,47000,0
64,2017,33.0,36.23,6000,0
73,2011,2.65,5.71,43000,0
76,2013,5.5,14.68,72000,0
78,2010,5.25,22.83,80000,0
82,2017,23.0,25.39,15000,0
83,2015,12.5,13.46,38000,0
85,2006,2.5,23.73,142000,3
90,2009,3.8,18.61,62000,0
91,2014,11.25,16.09,58242,0
93,2015,23.0,30.61,40000,0
95,2012,5.85,18.61,72000,0
96,2016,20.75,25.39,29000,0
97,2017,17.0,18.64,8700,0
101,2017,1.7,1.82,1400,0
105,2015,1.35,2.37,21700,0
109,2017,1.2,1.47,11000,0
115,2015,1.11,1.47,17500,0
120,2016,1.05,1.26,5700,0
124,2012,0.95,1.75,11500,0
132,2017,0.75,0.95,3500,0
138,2016,0.6,0.87,15000,0
147,2015,0.55,0.84,58000,0
152,2012,0.5,0.99,13000,0
162,2012,0.45,0.99,14500,0
163,2010,0.45,0.95,27000,0
168,2013,0.42,0.73,12000,0
181,2016,0.3,0.48,50000,0
183,2013,0.27,0.47,21000,0
184,2008,0.25,0.75,26000,1
188,2013,0.25,0.57,18000,0
192,2007,0.2,0.75,49000,1
194,2008,0.2,0.787,50000,0
196,2008,0.17,0.52,500000,0
213,2011,2.9,6.79,31604,0
214,2017,5.25,5.7,20114,0
216,2016,2.9,4.43,12500,0
219,2012,4.5,9.4,36000,0
221,2013,4.5,6.79,32000,0
224,2013,5.11,9.4,36198,0
229,2012,3.1,6.79,52132,0
231,2017,9.25,9.4,15001,0
240,2012,5.35,9.4,32322,0
247,2015,5.95,9.4,36000,0
248,2013,4.0,4.6,30000,0
250,2016,12.9,13.6,35934,0
258,2015,8.4,13.6,25000,0
264,2015,4.0,7.0,40026,0
265,2017,6.5,8.7,21200,0
266,2014,3.65,7.0,35000,0
267,2016,8.35,9.4,19434,0
269,2015,6.7,10.0,18828,0
276,2015,8.65,13.6,24800,0
284,2013,3.5,5.9,9800,0
287,2015,5.75,7.5,44000,0
289,2016,10.11,13.6,10980,0
291,2015,5.4,6.1,31427,0
294,2014,3.75,6.8,33019,0
295,2015,8.55,13.09,60076,0
296,2016,9.5,11.6,33988,0
297,2015,4.0,5.9,60000,0
298,2009,3.35,11.0,87934,0
