,Present_Price
2,9.85
6,8.12
12,9.94
15,10.79
19,7.98
21,5.71
23,3.46
37,2.28
43,8.06
45,12.04
56,7.27
57,18.54
60,18.61
63,35.96
72,18.61
74,8.93
78,22.83
89,6.76
92,13.7
106,3.45
109,1.47
110,1.78
111,1.5
112,2.4
121,1.5
122,1.17
123,1.47
125,1.75
129,0.84
132,0.95
135,0.74
137,0.787
138,0.87
141,0.8
142,0.84
147,0.84
155,0.51
157,0.84
165,0.54
166,0.55
177,0.57
186,0.52
188,0.57
190,0.75
195,0.32
197,0.51
198,0.57
201,6.79
203,4.6
208,8.1
211,14.79
219,9.4
224,9.4
229,6.79
233,5.7
235,9.4
238,9.4
242,7.13
244,9.4
246,6.79
248,4.6
251,9.9
252,6.82
253,9.9
255,5.35
264,7.0
267,9.4
268,5.8
273,7.5
279,13.6
281,7.6
282,14.0
283,11.8
284,5.9
285,8.5
288,13.6
294,6.8
298,11.0
299,12.5
