,Year,Selling_Price,Present_Price,Kms_Driven,Owner
2,2017,7.25,9.85,6900,0
6,2015,6.75,8.12,18796,0
12,2015,7.5,9.94,15000,0
15,2016,7.75,10.79,43000,0
19,2010,2.65,7.98,41442,0
21,2017,4.9,5.71,2400,0
23,2014,2.5,3.46,45280,0
37,2003,0.35,2.28,127000,0
43,2014,5.5,8.06,45780,0
45,2014,7.5,12.04,15000,0
56,2015,4.5,7.27,40534,0
57,2010,4.75,18.54,50000,0
60,2013,6.95,18.61,40001,0
63,2015,23.5,35.96,47000,0
72,2013,7.45,18.61,56001,0
74,2014,4.9,8.93,83000,0
78,2010,5.25,22.83,80000,0
89,2014,4.75,6.76,40000,0
92,2005,3.51,13.7,75000,0
106,2014,1.35,3.45,16500,1
109,2017,1.2,1.47,11000,0
110,2016,1.2,1.78,6000,0
111,2016,1.15,1.5,8700,0
112,2014,1.15,2.4,7000,0
121,2011,1.05,1.5,6900,0
122,2016,1.05,1.17,6000,0
123,2013,1.0,1.47,46500,0
125,2009,0.9,1.75,40000,0
129,2017,0.78,0.84,5000,0
132,2017,0.75,0.95,3500,0
135,2015,0.65,0.74,5000,0
137,2013,0.65,0.787,16000,0
138,2016,0.6,0.87,15000,0
141,2016,0.6,0.8,20000,0
142,2015,0.6,0.84,29000,0
147,2015,0.55,0.84,58000,0
155,2017,0.48,0.51,4300,0
157,2015,0.48,0.84,23000,0
165,2016,0.45,0.54,500,0
166,2016,0.45,0.55,1000,0
177,2016,0.35,0.57,24000,0
186,2010,0.25,0.52,22000,0
188,2013,0.25,0.57,18000,0
190,2008,0.2,0.75,60000,0
195,2015,0.18,0.32,35000,0
197,2010,0.16,0.51,33000,0
198,2011,0.15,0.57,35000,1
201,2010,3.25,6.79,58000,1
203,2011,2.95,4.6,53460,0
208,2017,7.9,8.1,3435,0
211,2015,11.75,14.79,43535,0
219,2012,4.5,9.4,36000,0
224,2013,5.11,9.4,36198,0
229,2012,3.1,6.79,52132,0
233,2013,3.9,5.7,53000,0
235,2017,9.1,9.4,15141,0
238,2013,4.8,9.4,60241,0
242,2014,4.4,7.13,34000,0
244,2013,5.95,9.4,49000,0
246,2012,3.75,6.79,35000,0
248,2013,4.0,4.6,30000,0
251,2013,5.0,9.9,56701,0
252,2015,5.4,6.82,31427,0
253,2014,7.2,9.9,48000,0
255,2012,3.0,5.35,53675,0
264,2015,4.0,7.0,40026,0
267,2016,8.35,9.4,19434,0
268,2017,4.8,5.8,19000,0
273,2010,2.25,7.5,61203,0
279,2014,6.25,13.6,40126,0
281,2006,2.1,7.6,50456,0
282,2014,8.25,14.0,63000,0
283,2016,8.99,11.8,9010,0
284,2013,3.5,5.9,9800,0
285,2016,7.4,8.5,15059,0
288,2015,8.4,13.6,34000,0
294,2014,3.75,6.8,33019,0
298,2009,3.35,11.0,87934,0
299,2017,11.5,12.5,9000,0
