,Present_Price
0,5.59
1,9.54
3,4.15
4,6.87
5,9.83
7,8.61
8,8.89
9,8.92
10,3.6
11,10.38
13,7.71
14,7.21
16,10.79
17,10.79
18,5.09
20,3.95
22,8.01
24,4.41
25,4.99
26,5.87
27,6.49
28,3.95
29,10.38
30,5.98
31,4.89
32,7.49
33,9.95
34,8.06
35,7.74
36,7.2
38,3.76
39,7.98
40,7.87
41,3.98
42,7.15
44,2.69
46,4.89
47,4.15
48,7.71
49,9.29
50,30.61
51,30.61
52,19.77
53,30.61
54,10.21
55,15.04
58,6.8
59,35.96
61,7.7
62,35.96
64,36.23
65,6.95
66,23.15
67,20.45
68,13.74
69,20.91
70,6.76
71,12.48
73,5.71
75,6.8
76,14.68
77,12.35
79,30.61
80,14.89
81,7.85
82,25.39
83,13.46
84,13.46
85,23.73
86,92.6
87,13.74
88,6.05
90,18.61
91,16.09
93,30.61
94,22.78
95,18.61
96,25.39
97,18.64
98,18.61
99,20.45
100,1.9
101,1.82
102,1.78
103,1.6
104,1.47
105,2.37
107,1.5
108,1.5
113,1.4
114,1.47
115,1.47
116,1.47
117,1.9
118,1.47
119,1.9
120,1.26
124,1.75
126,0.95
127,0.8
128,0.87
130,0.87
131,0.82
133,0.95
134,0.81
136,1.2
139,0.95
140,1.2
143,0.84
144,0.99
145,0.81
146,0.787
148,0.94
149,0.94
150,0.826
151,0.55
152,0.99
153,0.99
154,0.88
156,0.52
158,0.54
159,0.51
160,0.95
161,0.826
162,0.99
163,0.95
164,0.54
167,0.81
168,0.73
169,0.54
170,0.83
171,0.55
172,0.64
173,0.51
174,0.72
175,0.787
176,1.05
178,0.52
179,1.05
180,0.51
181,0.48
182,0.58
183,0.47
184,0.75
185,0.58
187,0.51
189,0.57
191,0.57
192,0.75
193,0.65
194,0.787
196,0.52
199,0.58
200,0.75
202,5.7
204,4.43
205,5.7
206,7.13
207,5.7
209,5.7
210,4.6
212,13.6
213,6.79
214,5.7
215,9.4
216,4.43
217,4.43
218,9.4
220,4.43
221,6.79
222,7.6
223,9.4
225,4.6
226,5.7
227,4.43
228,9.4
230,9.4
231,9.4
232,14.79
234,5.7
236,4.43
237,13.6
239,4.43
240,9.4
241,7.13
243,7.6
245,9.4
247,9.4
249,7.6
250,13.6
254,9.9
256,13.6
257,13.6
258,13.6
259,7.0
260,13.6
261,5.97
262,5.8
263,7.7
265,8.7
266,7.0
269,10.0
270,10.0
271,10.0
272,10.0
274,6.8
275,13.6
276,13.6
277,13.6
278,8.4
280,5.9
286,7.9
287,7.5
289,13.6
290,6.4
291,6.1
292,8.4
293,9.9
295,13.09
296,11.6
297,5.9
300,5.9
