,Year,Selling_Price,Present_Price,Kms_Driven,Owner
8,2016,8.75,8.89,20273,0
10,2017,2.85,3.6,2135,0
19,2010,2.65,7.98,41442,0
23,2014,2.5,3.46,45280,0
39,2003,2.25,7.98,62000,0
44,2012,1.25,2.69,50000,0
48,2015,5.8,7.71,25870,0
51,2015,23.0,30.61,40000,0
58,2014,4.1,6.8,39485,1
62,2014,18.75,35.96,78000,0
68,2011,4.35,13.74,88000,0
75,2015,3.95,6.8,36000,0
77,2004,1.5,12.35,135154,0
82,2017,23.0,25.39,15000,0
88,2013,3.45,6.05,47000,0
89,2014,4.75,6.76,40000,0
101,2017,1.7,1.82,1400,0
103,2017,1.45,1.6,1200,0
108,2016,1.2,1.5,18000,0
110,2016,1.2,1.78,6000,0
114,2015,1.15,1.47,17000,0
115,2015,1.11,1.47,17500,0
116,2013,1.1,1.47,33000,0
118,2015,1.1,1.47,26000,0
120,2016,1.05,1.26,5700,0
123,2013,1.0,1.47,46500,0
124,2012,0.95,1.75,11500,0
131,2015,0.75,0.82,18000,0
133,2016,0.72,0.95,500,0
134,2017,0.65,0.81,11800,0
135,2015,0.65,0.74,5000,0
137,2013,0.65,0.787,16000,0
140,2013,0.6,1.2,32000,0
149,2016,0.51,0.94,24000,0
150,2011,0.5,0.826,6000,0
151,2016,0.5,0.55,31000,0
169,2015,0.4,0.54,14000,0
171,2015,0.4,0.55,6700,0
172,2014,0.4,0.64,13700,0
174,2015,0.38,0.72,38600,0
176,2011,0.35,1.05,30000,0
177,2016,0.35,0.57,24000,0
180,2012,0.3,0.51,60000,0
187,2013,0.25,0.51,32000,0
190,2008,0.2,0.75,60000,0
191,2012,0.2,0.57,25000,1
194,2008,0.2,0.787,50000,0
200,2006,0.1,0.75,92233,0
201,2010,3.25,6.79,58000,1
204,2015,2.75,4.43,28282,0
205,2016,5.25,5.7,3493,1
209,2015,4.85,5.7,21125,0
210,2012,3.1,4.6,35775,0
212,2016,11.25,13.6,22671,0
213,2011,2.9,6.79,31604,0
214,2017,5.25,5.7,20114,0
215,2012,4.5,9.4,36100,0
216,2016,2.9,4.43,12500,0
217,2016,3.15,4.43,15000,0
218,2014,6.45,9.4,45078,0
227,2011,2.55,4.43,57000,0
228,2012,4.95,9.4,60000,0
234,2015,5.5,5.7,4492,0
236,2016,3.1,4.43,11849,0
240,2012,5.35,9.4,32322,0
247,2015,5.95,9.4,36000,0
250,2016,12.9,13.6,35934,0
251,2013,5.0,9.9,56701,0
255,2012,3.0,5.35,53675,0
257,2015,8.5,13.6,40324,0
261,2016,5.5,5.97,5600,0
265,2017,6.5,8.7,21200,0
266,2014,3.65,7.0,35000,0
271,2009,3.0,10.0,69562,0
282,2014,8.25,14.0,63000,0
286,2016,5.65,7.9,28569,0
287,2015,5.75,7.5,44000,0
290,2014,4.5,6.4,19000,0
297,2015,4.0,5.9,60000,0
299,2017,11.5,12.5,9000,0
