,Year,Selling_Price,Present_Price,Kms_Driven,Owner
2,2017,7.25,9.85,6900,0
5,2018,9.25,9.83,2071,0
6,2015,6.75,8.12,18796,0
8,2016,8.75,8.89,20273,0
9,2015,7.45,8.92,42367,0
13,2015,6.1,7.71,26000,0
17,2016,7.75,10.79,43000,0
20,2016,2.85,3.95,25000,0
22,2011,4.4,8.01,50000,0
29,2015,7.45,10.38,45000,0
31,2011,2.35,4.89,54200,0
32,2014,4.95,7.49,39000,0
38,2016,3.0,3.76,10079,0
46,2013,2.65,4.89,64532,0
48,2015,5.8,7.71,25870,0
50,2012,14.9,30.61,104707,0
52,2017,18.0,19.77,15000,0
55,2009,3.6,15.04,70000,0
63,2015,23.5,35.96,47000,0
65,2014,4.75,6.95,45000,0
69,2016,14.25,20.91,12000,0
72,2013,7.45,18.61,56001,0
78,2010,5.25,22.83,80000,0
80,2016,14.73,14.89,23000,0
86,2010,35.0,92.6,78000,0
95,2012,5.85,18.61,72000,0
102,2017,1.65,1.78,4000,0
108,2016,1.2,1.5,18000,0
113,2016,1.15,1.4,35000,0
119,2013,1.05,1.9,5400,0
121,2011,1.05,1.5,6900,0
122,2016,1.05,1.17,6000,0
123,2013,1.0,1.47,46500,0
131,2015,0.75,0.82,18000,0
135,2015,0.65,0.74,5000,0
141,2016,0.6,0.8,20000,0
142,2015,0.6,0.84,29000,0
146,2014,0.55,0.787,15000,0
153,2013,0.5,0.99,45000,0
154,2014,0.5,0.88,8000,0
159,2017,0.45,0.51,4000,0
162,2012,0.45,0.99,14500,0
163,2010,0.45,0.95,27000,0
168,2013,0.42,0.73,12000,0
174,2015,0.38,0.72,38600,0
179,2010,0.31,1.05,213000,0
190,2008,0.2,0.75,60000,0
195,2015,0.18,0.32,35000,0
196,2008,0.17,0.52,500000,0
198,2011,0.15,0.57,35000,1
207,2015,5.15,5.7,34797,0
210,2012,3.1,4.6,35775,0
213,2011,2.9,6.79,31604,0
219,2012,4.5,9.4,36000,0
228,2012,4.95,9.4,60000,0
230,2013,6.15,9.4,45000,0
233,2013,3.9,5.7,53000,0
235,2017,9.1,9.4,15141,0
237,2015,11.25,13.6,68000,0
244,2013,5.95,9.4,49000,0
246,2012,3.75,6.79,35000,0
254,2013,5.25,9.9,54242,0
259,2014,3.9,7.0,36054,0
262,2015,4.0,5.8,40023,0
265,2017,6.5,8.7,21200,0
267,2016,8.35,9.4,19434,0
271,2009,3.0,10.0,69562,0
280,2015,5.25,5.9,14465,0
285,2016,7.4,8.5,15059,0
289,2016,10.11,13.6,10980,0
290,2014,4.5,6.4,19000,0
293,2010,3.25,9.9,38000,0
294,2014,3.75,6.8,33019,0
297,2015,4.0,5.9,60000,0
299,2017,11.5,12.5,9000,0
