,Present_Price
2,9.85
5,9.83
6,8.12
8,8.89
9,8.92
13,7.71
17,10.79
20,3.95
22,8.01
29,10.38
31,4.89
32,7.49
38,3.76
46,4.89
48,7.71
50,30.61
52,19.77
55,15.04
63,35.96
65,6.95
69,20.91
72,18.61
78,22.83
80,14.89
86,92.6
95,18.61
102,1.78
108,1.5
113,1.4
119,1.9
121,1.5
122,1.17
123,1.47
131,0.82
135,0.74
141,0.8
142,0.84
146,0.787
153,0.99
154,0.88
159,0.51
162,0.99
163,0.95
168,0.73
174,0.72
179,1.05
190,0.75
195,0.32
196,0.52
198,0.57
207,5.7
210,4.6
213,6.79
219,9.4
228,9.4
230,9.4
233,5.7
235,9.4
237,13.6
244,9.4
246,6.79
254,9.9
259,7.0
262,5.8
265,8.7
267,9.4
271,10.0
280,5.9
285,8.5
289,13.6
290,6.4
293,9.9
294,6.8
297,5.9
299,12.5
