,Present_Price
1,9.54
13,7.71
15,10.79
19,7.98
21,5.71
35,7.74
36,7.2
37,2.28
44,2.69
45,12.04
47,4.15
57,18.54
60,18.61
61,7.7
64,36.23
73,5.71
74,8.93
78,22.83
84,13.46
88,6.05
90,18.61
99,20.45
104,1.47
108,1.5
116,1.47
117,1.9
120,1.26
123,1.47
129,0.84
136,1.2
139,0.95
140,1.2
145,0.81
148,0.94
149,0.94
159,0.51
166,0.55
172,0.64
180,0.51
181,0.48
187,0.51
190,0.75
201,6.79
202,5.7
207,5.7
208,8.1
209,5.7
211,14.79
212,13.6
222,7.6
227,4.43
230,9.4
236,4.43
245,9.4
246,6.79
247,9.4
248,4.6
254,9.9
256,13.6
265,8.7
277,13.6
282,14.0
283,11.8
286,7.9
289,13.6
294,6.8
295,13.09
296,11.6
300,5.9
