,Year,Selling_Price,Present_Price,Kms_Driven,Owner
2,2017,7.25,9.85,6900,0
6,2015,6.75,8.12,18796,0
17,2016,7.75,10.79,43000,0
19,2010,2.65,7.98,41442,0
33,2014,6.0,9.95,45000,0
34,2014,5.5,8.06,45000,0
36,2015,4.65,7.2,48767,0
37,2003,0.35,2.28,127000,0
42,2008,1.95,7.15,58000,0
51,2015,23.0,30.61,40000,0
55,2009,3.6,15.04,70000,0
56,2015,4.5,7.27,40534,0
66,2017,19.75,23.15,11000,0
69,2016,14.25,20.91,12000,0
72,2013,7.45,18.61,56001,0
73,2011,2.65,5.71,43000,0
81,2015,4.75,7.85,40000,0
91,2014,11.25,16.09,58242,0
92,2005,3.51,13.7,75000,0
93,2015,23.0,30.61,40000,0
99,2010,9.65,20.45,50024,0
100,2016,1.75,1.9,3000,0
112,2014,1.15,2.4,7000,0
113,2016,1.15,1.4,35000,0
126,2017,0.9,0.95,1300,0
128,2017,0.8,0.87,3000,0
132,2017,0.75,0.95,3500,0
133,2016,0.72,0.95,500,0
139,2015,0.6,0.95,16600,0
140,2013,0.6,1.2,32000,0
141,2016,0.6,0.8,20000,0
142,2015,0.6,0.84,29000,0
144,2014,0.6,0.99,25000,0
146,2014,0.55,0.787,15000,0
148,2010,0.52,0.94,45000,0
155,2017,0.48,0.51,4300,0
159,2017,0.45,0.51,4000,0
160,2011,0.45,0.95,24000,0
164,2016,0.45,0.54,14000,0
170,2012,0.4,0.83,5500,0
171,2015,0.4,0.55,6700,0
172,2014,0.4,0.64,13700,0
176,2011,0.35,1.05,30000,0
177,2016,0.35,0.57,24000,0
178,2014,0.35,0.52,19000,0
179,2010,0.31,1.05,213000,0
180,2012,0.3,0.51,60000,0
182,2013,0.3,0.58,30000,0
184,2008,0.25,0.75,26000,1
191,2012,0.2,0.57,25000,1
194,2008,0.2,0.787,50000,0
196,2008,0.17,0.52,500000,0
199,2007,0.12,0.58,53000,0
200,2006,0.1,0.75,92233,0
203,2011,2.95,4.6,53460,0
204,2015,2.75,4.43,28282,0
207,2015,5.15,5.7,34797,0
209,2015,4.85,5.7,21125,0
215,2012,4.5,9.4,36100,0
220,2017,3.5,4.43,38488,0
227,2011,2.55,4.43,57000,0
230,2013,6.15,9.4,45000,0
234,2015,5.5,5.7,4492,0
237,2015,11.25,13.6,68000,0
243,2016,6.25,7.6,7000,0
246,2012,3.75,6.79,35000,0
248,2013,4.0,4.6,30000,0
250,2016,12.9,13.6,35934,0
253,2014,7.2,9.9,48000,0
254,2013,5.25,9.9,54242,0
266,2014,3.65,7.0,35000,0
267,2016,8.35,9.4,19434,0
269,2015,6.7,10.0,18828,0
277,2015,9.7,13.6,21780,0
279,2014,6.25,13.6,40126,0
280,2015,5.25,5.9,14465,0
281,2006,2.1,7.6,50456,0
283,2016,8.99,11.8,9010,0
284,2013,3.5,5.9,9800,0
287,2015,5.75,7.5,44000,0
296,2016,9.5,11.6,33988,0
