,Present_Price
2,9.85
6,8.12
17,10.79
19,7.98
33,9.95
34,8.06
36,7.2
37,2.28
42,7.15
51,30.61
55,15.04
56,7.27
66,23.15
69,20.91
72,18.61
73,5.71
81,7.85
91,16.09
92,13.7
93,30.61
99,20.45
100,1.9
112,2.4
113,1.4
126,0.95
128,0.87
132,0.95
133,0.95
139,0.95
140,1.2
141,0.8
142,0.84
144,0.99
146,0.787
148,0.94
155,0.51
159,0.51
160,0.95
164,0.54
170,0.83
171,0.55
172,0.64
176,1.05
177,0.57
178,0.52
179,1.05
180,0.51
182,0.58
184,0.75
191,0.57
194,0.787
196,0.52
199,0.58
200,0.75
203,4.6
204,4.43
207,5.7
209,5.7
215,9.4
220,4.43
227,4.43
230,9.4
234,5.7
237,13.6
243,7.6
246,6.79
248,4.6
250,13.6
253,9.9
254,9.9
266,7.0
267,9.4
269,10.0
277,13.6
279,13.6
280,5.9
281,7.6
283,11.8
284,5.9
287,7.5
296,11.6
