,Present_Price
0,5.59
2,9.85
3,4.15
4,6.87
5,9.83
7,8.61
8,8.89
9,8.92
10,3.6
11,10.38
12,9.94
13,7.71
14,7.21
15,10.79
16,10.79
17,10.79
19,7.98
20,3.95
21,5.71
23,3.46
24,4.41
26,5.87
27,6.49
28,3.95
29,10.38
30,5.98
31,4.89
32,7.49
33,9.95
34,8.06
35,7.74
36,7.2
38,3.76
41,3.98
42,7.15
44,2.69
45,12.04
46,4.89
48,7.71
49,9.29
52,19.77
54,10.21
55,15.04
56,7.27
57,18.54
58,6.8
59,35.96
60,18.61
61,7.7
62,35.96
64,36.23
65,6.95
66,23.15
67,20.45
68,13.74
69,20.91
70,6.76
71,12.48
72,18.61
73,5.71
74,8.93
75,6.8
76,14.68
78,22.83
79,30.61
80,14.89
83,13.46
84,13.46
87,13.74
90,18.61
91,16.09
93,30.61
94,22.78
95,18.61
96,25.39
97,18.64
98,18.61
100,1.9
101,1.82
102,1.78
103,1.6
105,2.37
106,3.45
107,1.5
108,1.5
109,1.47
110,1.78
111,1.5
112,2.4
113,1.4
115,1.47
116,1.47
117,1.9
118,1.47
119,1.9
120,1.26
121,1.5
123,1.47
124,1.75
125,1.75
127,0.8
129,0.84
130,0.87
131,0.82
132,0.95
133,0.95
134,0.81
135,0.74
137,0.787
138,0.87
140,1.2
141,0.8
142,0.84
143,0.84
144,0.99
145,0.81
146,0.787
148,0.94
149,0.94
150,0.826
151,0.55
152,0.99
153,0.99
155,0.51
158,0.54
160,0.95
161,0.826
162,0.99
163,0.95
168,0.73
169,0.54
171,0.55
173,0.51
174,0.72
175,0.787
180,0.51
181,0.48
182,0.58
183,0.47
184,0.75
185,0.58
186,0.52
187,0.51
188,0.57
189,0.57
190,0.75
192,0.75
193,0.65
195,0.32
196,0.52
199,0.58
200,0.75
202,5.7
204,4.43
205,5.7
206,7.13
207,5.7
208,8.1
209,5.7
210,4.6
211,14.79
212,13.6
213,6.79
215,9.4
216,4.43
217,4.43
218,9.4
219,9.4
220,4.43
221,6.79
222,7.6
223,9.4
225,4.6
226,5.7
227,4.43
228,9.4
229,6.79
231,9.4
232,14.79
234,5.7
235,9.4
236,4.43
237,13.6
239,4.43
240,9.4
242,7.13
243,7.6
248,4.6
249,7.6
250,13.6
251,9.9
252,6.82
253,9.9
254,9.9
255,5.35
256,13.6
257,13.6
258,13.6
260,13.6
261,5.97
262,5.8
263,7.7
264,7.0
265,8.7
266,7.0
267,9.4
268,5.8
269,10.0
270,10.0
271,10.0
272,10.0
273,7.5
274,6.8
275,13.6
276,13.6
277,13.6
278,8.4
280,5.9
281,7.6
282,14.0
283,11.8
284,5.9
285,8.5
286,7.9
287,7.5
289,13.6
290,6.4
291,6.1
293,9.9
294,6.8
295,13.09
296,11.6
298,11.0
299,12.5
300,5.9
