,Year,Selling_Price,Present_Price,Kms_Driven,Owner
1,2013,4.75,9.54,43000,0
6,2015,6.75,8.12,18796,0
18,2015,3.25,5.09,35500,0
22,2011,4.4,8.01,50000,0
25,2011,3.0,4.99,20000,0
37,2003,0.35,2.28,127000,0
39,2003,2.25,7.98,62000,0
40,2016,5.85,7.87,24524,0
43,2014,5.5,8.06,45780,0
47,2006,1.05,4.15,65000,0
50,2012,14.9,30.61,104707,0
51,2015,23.0,30.61,40000,0
53,2013,16.0,30.61,135000,0
63,2015,23.5,35.96,47000,0
77,2004,1.5,12.35,135154,0
81,2015,4.75,7.85,40000,0
82,2017,23.0,25.39,15000,0
85,2006,2.5,23.73,142000,3
86,2010,35.0,92.6,78000,0
88,2013,3.45,6.05,47000,0
89,2014,4.75,6.76,40000,0
92,2005,3.51,13.7,75000,0
99,2010,9.65,20.45,50024,0
104,2017,1.35,1.47,4100,0
114,2015,1.15,1.47,17000,0
122,2016,1.05,1.17,6000,0
126,2017,0.9,0.95,1300,0
128,2017,0.8,0.87,3000,0
136,2014,0.65,1.2,23500,0
139,2015,0.6,0.95,16600,0
147,2015,0.55,0.84,58000,0
154,2014,0.5,0.88,8000,0
156,2017,0.48,0.52,15000,0
157,2015,0.48,0.84,23000,0
159,2017,0.45,0.51,4000,0
164,2016,0.45,0.54,14000,0
165,2016,0.45,0.54,500,0
166,2016,0.45,0.55,1000,0
167,2014,0.42,0.81,42000,0
170,2012,0.4,0.83,5500,0
172,2014,0.4,0.64,13700,0
176,2011,0.35,1.05,30000,0
177,2016,0.35,0.57,24000,0
178,2014,0.35,0.52,19000,0
179,2010,0.31,1.05,213000,0
191,2012,0.2,0.57,25000,1
194,2008,0.2,0.787,50000,0
197,2010,0.16,0.51,33000,0
198,2011,0.15,0.57,35000,1
201,2010,3.25,6.79,58000,1
203,2011,2.95,4.6,53460,0
214,2017,5.25,5.7,20114,0
224,2013,5.11,9.4,36198,0
230,2013,6.15,9.4,45000,0
233,2013,3.9,5.7,53000,0
238,2013,4.8,9.4,60241,0
241,2015,4.75,7.13,35866,1
244,2013,5.95,9.4,49000,0
245,2012,5.2,9.4,71000,0
246,2012,3.75,6.79,35000,0
247,2015,5.95,9.4,36000,0
259,2014,3.9,7.0,36054,0
279,2014,6.25,13.6,40126,0
288,2015,8.4,13.6,34000,0
292,2016,6.4,8.4,12000,0
297,2015,4.0,5.9,60000,0
