,Present_Price
2,9.85
5,9.83
6,8.12
13,7.71
14,7.21
15,10.79
16,10.79
17,10.79
18,5.09
22,8.01
25,4.99
33,9.95
35,7.74
38,3.76
49,9.29
55,15.04
61,7.7
63,35.96
68,13.74
70,6.76
71,12.48
76,14.68
82,25.39
85,23.73
86,92.6
89,6.76
92,13.7
97,18.64
100,1.9
103,1.6
113,1.4
119,1.9
120,1.26
128,0.87
129,0.84
131,0.82
132,0.95
133,0.95
134,0.81
136,1.2
138,0.87
142,0.84
146,0.787
156,0.52
160,0.95
164,0.54
177,0.57
186,0.52
192,0.75
205,5.7
206,7.13
207,5.7
216,4.43
218,9.4
222,7.6
226,5.7
230,9.4
231,9.4
232,14.79
247,9.4
259,7.0
268,5.8
272,10.0
276,13.6
285,8.5
288,13.6
289,13.6
291,6.1
295,13.09
298,11.0
