,Present_Price
1,9.54
2,9.85
11,10.38
13,7.71
17,10.79
18,5.09
20,3.95
21,5.71
22,8.01
26,5.87
30,5.98
33,9.95
36,7.2
43,8.06
44,2.69
46,4.89
48,7.71
50,30.61
52,19.77
57,18.54
60,18.61
64,36.23
65,6.95
66,23.15
72,18.61
80,14.89
89,6.76
90,18.61
93,30.61
95,18.61
96,25.39
97,18.64
101,1.82
113,1.4
115,1.47
118,1.47
124,1.75
125,1.75
126,0.95
132,0.95
138,0.87
139,0.95
142,0.84
149,0.94
150,0.826
151,0.55
153,0.99
154,0.88
159,0.51
161,0.826
162,0.99
163,0.95
166,0.55
168,0.73
169,0.54
173,0.51
178,0.52
189,0.57
201,6.79
202,5.7
209,5.7
214,5.7
223,9.4
224,9.4
227,4.43
233,5.7
236,4.43
243,7.6
248,4.6
254,9.9
258,13.6
259,7.0
263,7.7
265,8.7
266,7.0
268,5.8
270,10.0
273,7.5
274,6.8
276,13.6
281,7.6
284,5.9
285,8.5
286,7.9
287,7.5
298,11.0
