,Year,Selling_Price,Present_Price,Kms_Driven,Owner
1,2013,4.75,9.54,43000,0
2,2017,7.25,9.85,6900,0
11,2015,6.85,10.38,51000,0
13,2015,6.1,7.71,26000,0
17,2016,7.75,10.79,43000,0
18,2015,3.25,5.09,35500,0
20,2016,2.85,3.95,25000,0
21,2017,4.9,5.71,2400,0
22,2011,4.4,8.01,50000,0
26,2013,4.15,5.87,55138,0
30,2012,3.1,5.98,51439,0
33,2014,6.0,9.95,45000,0
36,2015,4.65,7.2,48767,0
43,2014,5.5,8.06,45780,0
44,2012,1.25,2.69,50000,0
46,2013,2.65,4.89,64532,0
48,2015,5.8,7.71,25870,0
50,2012,14.9,30.61,104707,0
52,2017,18.0,19.77,15000,0
57,2010,4.75,18.54,50000,0
60,2013,6.95,18.61,40001,0
64,2017,33.0,36.23,6000,0
65,2014,4.75,6.95,45000,0
66,2017,19.75,23.15,11000,0
72,2013,7.45,18.61,56001,0
80,2016,14.73,14.89,23000,0
89,2014,4.75,6.76,40000,0
90,2009,3.8,18.61,62000,0
93,2015,23.0,30.61,40000,0
95,2012,5.85,18.61,72000,0
96,2016,20.75,25.39,29000,0
97,2017,17.0,18.64,8700,0
101,2017,1.7,1.82,1400,0
113,2016,1.15,1.4,35000,0
115,2015,1.11,1.47,17500,0
118,2015,1.1,1.47,26000,0
124,2012,0.95,1.75,11500,0
125,2009,0.9,1.75,40000,0
126,2017,0.9,0.95,1300,0
132,2017,0.75,0.95,3500,0
138,2016,0.6,0.87,15000,0
139,2015,0.6,0.95,16600,0
142,2015,0.6,0.84,29000,0
149,2016,0.51,0.94,24000,0
150,2011,0.5,0.826,6000,0
151,2016,0.5,0.55,31000,0
153,2013,0.5,0.99,45000,0
154,2014,0.5,0.88,8000,0
159,2017,0.45,0.51,4000,0
161,2014,0.45,0.826,23000,0
162,2012,0.45,0.99,14500,0
163,2010,0.45,0.95,27000,0
166,2016,0.45,0.55,1000,0
168,2013,0.42,0.73,12000,0
169,2015,0.4,0.54,14000,0
173,2017,0.4,0.51,1300,0
178,2014,0.35,0.52,19000,0
189,2005,0.2,0.57,55000,0
201,2010,3.25,6.79,58000,1
202,2015,4.4,5.7,28200,0
209,2015,4.85,5.7,21125,0
214,2017,5.25,5.7,20114,0
223,2015,8.25,9.4,61381,0
224,2013,5.11,9.4,36198,0
227,2011,2.55,4.43,57000,0
233,2013,3.9,5.7,53000,0
236,2016,3.1,4.43,11849,0
243,2016,6.25,7.6,7000,0
248,2013,4.0,4.6,30000,0
254,2013,5.25,9.9,54242,0
258,2015,8.4,13.6,25000,0
259,2014,3.9,7.0,36054,0
263,2016,6.6,7.7,16002,0
265,2017,6.5,8.7,21200,0
266,2014,3.65,7.0,35000,0
268,2017,4.8,5.8,19000,0
270,2011,4.1,10.0,69341,0
273,2010,2.25,7.5,61203,0
274,2014,5.3,6.8,16500,0
276,2015,8.65,13.6,24800,0
281,2006,2.1,7.6,50456,0
284,2013,3.5,5.9,9800,0
285,2016,7.4,8.5,15059,0
286,2016,5.65,7.9,28569,0
287,2015,5.75,7.5,44000,0
298,2009,3.35,11.0,87934,0
